,All households,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Rented: Council (Local authority),Rented: Other social rented,Rented: Private landlord or letting agency,Rented: Other,Living rent free
S01010827,221,78,133,0,0,3,2,0,5
S01010828,441,123,282,0,0,22,9,3,2
S01010829,464,168,185,0,0,31,67,8,5
S01010830,231,70,116,0,0,17,25,3,0
S01010831,197,25,157,0,0,8,4,1,2
S01010832,284,66,173,1,0,8,30,3,3
S01010833,348,137,196,3,0,1,9,1,1
S01010834,422,223,158,1,0,4,26,7,3
S01010835,270,162,101,0,0,0,6,1,0
S01010836,384,165,157,1,0,5,46,8,2
S01010837,289,133,120,2,0,22,9,3,0
S01010838,330,111,155,1,0,47,16,0,0
S01010839,339,144,137,0,0,36,15,6,1
S01010840,300,114,107,1,0,13,60,4,1
S01010841,390,135,161,1,0,13,73,5,2
S01010842,613,134,135,1,0,178,156,7,2
S01010843,407,101,112,9,0,90,82,10,3
S01010844,289,148,120,0,0,10,9,2,0
S01010845,259,114,106,0,0,24,12,2,1
S01010846,296,76,140,1,0,61,17,1,0
S01010847,259,70,169,1,0,6,11,2,0
S01010848,260,50,80,0,0,113,16,1,0
S01010849,364,77,120,1,0,148,15,0,3
S01010850,373,64,112,0,0,178,15,2,2
S01010851,347,59,120,0,0,136,29,2,1
S01010852,306,81,152,0,0,62,9,1,1
S01010853,358,102,173,0,0,66,13,3,1
S01010854,384,58,124,2,0,181,13,2,4
S01010855,223,56,88,1,0,57,15,5,1
S01010856,455,119,142,1,0,165,23,5,0
S01010857,324,53,163,12,0,77,12,5,2
S01010858,330,81,119,11,0,98,18,2,1
S01010859,304,47,115,10,0,117,11,3,1
S01010860,279,73,121,0,0,69,13,2,1
S01010861,332,68,96,0,0,125,34,4,5
S01010862,266,14,32,3,0,202,12,3,0
S01010863,317,134,126,2,0,21,23,5,6
S01010864,250,133,95,1,0,2,18,0,1
S01010865,345,207,106,0,0,10,17,3,2
S01010866,312,143,103,0,0,30,26,7,3
S01010867,285,122,100,0,0,35,20,3,5
S01010868,306,139,111,0,0,40,12,1,3
S01010869,290,154,111,0,0,6,12,1,6
S01010870,407,155,130,1,0,33,71,15,2
S01010871,408,130,160,4,0,15,81,12,6
S01010872,403,84,157,15,0,53,86,4,4
S01010873,400,38,44,0,0,247,64,5,2
S01010874,307,101,149,4,0,9,34,3,7
S01010875,257,61,99,0,0,32,55,6,4
S01010876,393,67,78,1,0,160,83,2,2
S01010877,467,114,143,0,0,132,69,6,3
S01010878,512,174,158,0,0,96,72,4,8
S01010879,387,113,166,11,0,69,24,2,2
S01010880,268,71,65,5,0,113,9,3,2
S01010881,285,117,123,0,0,33,8,3,1
S01010882,203,51,106,0,0,39,4,1,2
S01010883,336,88,173,0,0,66,7,1,1
S01010884,408,74,67,1,0,232,27,5,2
S01010885,541,56,105,0,0,303,68,5,4
S01010886,250,42,74,1,0,75,54,4,0
S01010887,458,63,73,0,0,291,26,4,1
S01010888,437,104,112,5,0,140,66,8,2
S01010889,344,27,69,3,0,184,55,6,0
S01010890,507,103,106,0,0,234,56,7,1
S01010891,280,19,30,1,0,152,71,3,4
S01010892,531,85,111,2,0,259,68,4,2
S01010893,327,34,48,0,0,202,39,4,0
S01010894,312,29,113,6,0,108,52,1,3
S01010895,256,56,47,0,0,136,14,1,2
S01010896,339,76,80,0,0,151,25,4,3
S01010897,380,54,64,0,0,253,6,1,2
S01010898,253,37,71,2,0,134,9,0,0
S01010899,221,48,126,0,0,30,15,2,0
S01010900,298,45,109,0,0,74,63,7,0
S01010901,205,33,31,1,0,132,4,4,0
S01010902,453,121,157,1,0,154,11,7,2
S01010903,427,41,64,9,0,292,18,2,1
S01010904,271,12,82,0,0,162,13,2,0
S01010905,290,27,83,11,0,117,49,2,1
S01010906,383,37,152,0,0,166,23,4,1
S01010907,199,23,154,0,0,6,14,2,0
S01010908,274,63,86,1,0,101,19,4,0
S01010909,284,114,136,0,0,14,16,4,0
S01010910,273,36,58,0,0,105,66,6,2
S01010911,360,61,74,0,0,163,51,9,2
S01010912,392,47,59,0,0,228,46,11,1
S01010913,293,91,127,0,0,19,50,1,5
S01010914,255,74,149,0,0,15,15,1,1
S01010915,271,72,142,0,0,26,21,6,4
S01010916,333,58,60,0,0,92,116,5,2
S01010917,369,110,135,0,0,68,50,4,2
S01010918,334,88,124,0,0,103,13,5,1
S01010919,335,88,122,0,0,107,14,4,0
S01010920,254,16,40,0,0,172,18,5,3
S01010921,257,47,96,0,0,94,17,1,2
S01010922,346,72,95,0,0,163,14,0,2
S01010923,398,86,152,2,0,136,19,3,0
S01010924,260,56,111,1,0,76,16,0,0
S01010925,386,81,104,0,0,180,17,3,1
S01010926,352,81,101,0,0,145,22,2,1
S01010927,251,64,96,0,0,72,15,1,3
S01010928,311,63,94,0,0,120,29,3,2
S01010929,271,53,74,0,0,125,16,1,2
S01010930,357,101,167,0,10,2,64,5,8
S01010931,203,60,44,0,18,3,57,8,13
S01010932,277,52,74,0,70,60,17,0,4
S01010933,276,89,142,3,7,14,17,3,1
S01010934,424,160,198,0,11,1,43,8,3
S01010935,323,159,88,0,21,32,15,4,4
S01010936,404,97,111,12,35,103,36,6,4
S01010937,323,112,140,0,51,2,12,5,1
S01010938,369,64,84,1,184,2,25,6,3
S01010939,199,70,91,1,22,5,8,2,0
S01010940,268,143,118,0,0,1,4,0,2
S01010941,323,152,158,1,1,3,4,2,2
S01010942,268,141,120,0,1,0,2,2,2
S01010943,244,51,94,0,54,31,11,2,1
S01010944,295,54,73,0,128,10,26,2,2
S01010945,222,57,84,1,68,1,9,2,0
S01010946,344,68,127,0,126,2,15,3,3
S01010947,242,58,75,0,81,7,17,2,2
S01010948,288,61,110,1,107,0,8,0,1
S01010949,344,155,172,1,6,1,6,2,1
S01010950,380,141,128,2,38,50,16,3,2
S01010951,258,77,121,0,5,39,14,0,2
S01010952,199,35,118,0,23,11,9,3,0
S01010953,225,70,102,0,6,36,8,3,0
S01010954,206,89,93,1,9,2,6,4,2
S01010955,345,88,96,0,11,33,17,95,5
S01010956,304,89,112,1,24,4,41,13,20
S01010957,231,116,96,0,9,1,6,3,0
S01010958,224,93,71,0,42,0,9,3,6
S01010959,290,84,100,0,11,55,30,5,5
S01010960,441,106,160,1,73,43,38,9,11
S01010961,246,66,78,0,67,19,12,2,2
S01010962,314,251,37,10,3,0,7,3,3
S01010963,395,118,185,3,35,21,26,6,1
S01010964,216,91,84,2,30,1,5,2,1
S01010965,230,41,52,0,116,0,17,2,2
S01010966,309,81,117,4,49,30,22,1,5
S01010967,309,71,87,1,118,7,17,3,5
S01010968,316,141,108,0,29,2,26,3,7
S01010969,264,120,93,0,7,30,13,1,0
S01010970,428,139,157,1,87,2,29,3,10
S01010971,401,132,195,1,20,18,32,2,1
S01010972,333,64,80,3,162,4,12,5,3
S01010973,205,92,75,0,5,22,5,4,2
S01010974,298,66,91,2,127,4,5,1,2
S01010975,195,29,51,0,99,2,10,3,1
S01010976,211,42,82,5,68,3,7,2,2
S01010977,312,72,140,2,59,16,15,4,4
S01010978,354,62,104,0,115,26,36,3,8
S01010979,324,70,116,1,52,65,12,6,2
S01010980,348,85,112,0,110,3,29,5,4
S01010981,330,86,91,0,82,38,26,4,3
S01010982,447,185,183,0,29,4,35,6,5
S01010983,388,133,130,1,76,3,33,6,6
S01010984,300,162,96,0,31,2,4,0,5
S01010985,244,65,93,1,57,3,17,5,3
S01010986,179,38,133,0,3,0,4,1,0
S01010987,219,56,151,1,2,1,4,2,2
S01010988,205,44,153,0,4,0,3,1,0
S01010989,357,31,292,3,3,2,20,5,1
S01010990,319,92,123,0,57,16,26,2,3
S01010991,198,63,94,0,23,0,13,2,3
S01010992,184,25,141,0,5,1,10,0,2
S01010993,252,70,138,0,9,25,7,0,3
S01010994,390,148,202,0,5,4,23,6,2
S01010995,290,136,135,0,4,3,9,1,2
S01010996,235,87,125,0,5,1,12,2,3
S01010997,290,174,97,0,3,4,11,1,0
S01010998,216,100,101,0,1,1,11,0,2
S01010999,412,168,129,0,24,48,37,3,3
S01011000,345,119,127,1,12,44,32,5,5
S01011001,273,70,104,1,79,2,13,1,3
S01011002,314,75,103,0,98,18,15,2,3
S01011003,280,73,99,1,52,38,9,4,4
S01011004,249,56,145,0,36,1,10,0,1
S01011005,337,76,97,1,120,5,33,0,5
S01011006,422,84,193,3,95,4,28,7,8
S01011007,280,51,77,2,127,3,12,3,5
S01011008,332,90,109,0,85,34,10,1,3
S01011009,222,28,78,1,104,3,6,2,0
S01011010,335,75,71,5,44,58,75,3,4
S01011011,435,53,80,0,188,56,47,4,7
S01011012,313,32,47,1,215,2,13,1,2
S01011013,375,103,118,0,134,1,14,1,4
S01011014,364,104,137,1,87,6,23,3,3
S01011015,200,54,63,0,53,23,6,1,0
S01011016,311,28,210,1,24,32,15,1,0
S01011017,352,147,109,1,21,2,59,3,10
S01011018,366,87,113,1,115,17,26,4,3
S01011019,408,108,118,2,57,36,70,3,14
S01011020,202,59,107,0,12,1,10,3,10
S01011021,351,95,127,1,46,62,12,8,0
S01011022,233,46,69,3,24,81,6,2,2
S01011023,350,83,150,0,28,65,17,3,4
S01011024,302,48,80,1,20,134,10,5,4
S01011025,276,27,77,1,121,34,14,0,2
S01011026,235,27,64,0,129,8,7,0,0
S01011027,418,45,93,1,66,193,13,6,1
S01011028,425,87,89,1,218,12,11,3,4
S01011029,264,56,94,1,57,41,10,4,1
S01011030,369,107,198,1,14,31,11,6,1
S01011031,320,69,75,1,137,20,8,6,4
S01011032,353,91,107,0,89,25,29,5,7
S01011033,275,69,128,2,13,44,14,1,4
S01011034,331,59,106,1,22,114,24,2,3
S01011035,252,24,93,0,11,110,12,1,1
S01011036,285,71,118,1,5,59,24,4,3
S01011037,409,61,129,2,169,4,35,4,5
S01011038,337,44,59,2,120,98,8,2,4
S01011039,392,54,148,1,70,72,44,2,1
S01011040,285,71,82,0,14,101,16,0,1
S01011041,292,47,62,0,108,67,7,0,1
S01011042,333,66,186,0,39,9,25,4,4
S01011043,310,77,103,0,93,24,8,0,5
S01011044,307,49,100,0,126,8,21,1,2
S01011045,369,128,75,0,31,27,66,16,26
S01011046,362,148,98,0,16,3,45,7,45
S01011047,396,187,109,1,17,8,36,10,28
S01011048,440,161,128,1,74,35,25,4,12
S01011049,322,119,107,0,61,1,19,6,9
S01011050,323,123,111,1,17,1,34,10,26
S01011051,428,169,116,1,65,16,32,5,24
S01011052,366,175,80,1,36,19,38,6,11
S01011053,295,90,84,3,89,2,22,2,3
S01011054,244,88,80,0,47,2,14,4,9
S01011055,228,78,56,0,19,0,52,6,17
S01011056,271,150,78,0,12,1,19,3,8
S01011057,238,121,67,0,22,1,13,7,7
S01011058,251,133,82,0,5,0,24,2,5
S01011059,248,118,69,1,15,1,29,4,11
S01011060,402,189,97,7,39,36,15,6,13
S01011061,404,106,96,0,146,9,36,6,5
S01011062,423,164,119,0,43,33,56,5,3
S01011063,472,157,99,0,158,33,9,2,14
S01011064,480,211,132,0,80,5,31,6,15
S01011065,289,102,84,0,52,1,40,4,6
S01011066,231,111,52,1,44,1,19,1,2
S01011067,284,128,79,0,32,18,19,3,5
S01011068,238,84,81,0,53,1,11,2,6
S01011069,251,102,66,1,36,24,9,3,10
S01011070,274,111,96,1,40,1,11,3,11
S01011071,357,181,112,1,22,15,16,8,2
S01011072,407,162,153,0,18,45,19,2,8
S01011073,286,136,109,0,12,2,20,3,4
S01011074,280,111,109,1,40,1,13,2,3
S01011075,322,84,78,0,138,2,11,2,7
S01011076,348,116,86,0,93,32,12,6,3
S01011077,337,63,47,1,217,3,5,1,0
S01011078,466,221,158,0,27,25,27,4,4
S01011079,488,200,190,1,16,8,60,4,9
S01011080,461,189,136,0,45,45,22,6,18
S01011081,352,131,107,0,87,14,7,2,4
S01011082,269,55,59,0,106,36,8,0,5
S01011083,347,128,128,1,63,1,15,3,8
S01011084,330,156,113,0,9,13,26,7,6
S01011085,383,186,124,0,24,11,28,1,9
S01011086,273,141,71,0,25,2,19,11,4
S01011087,262,87,95,3,59,2,12,2,2
S01011088,453,178,145,0,30,38,45,11,6
S01011089,310,96,68,0,93,33,13,3,4
S01011090,304,145,96,1,2,2,33,17,8
S01011091,260,108,94,0,4,0,40,2,12
S01011092,181,15,32,10,9,97,15,1,2
S01011093,239,92,120,1,5,0,15,4,2
S01011094,196,70,80,0,0,4,21,5,16
S01011095,318,147,103,1,8,0,46,6,7
S01011096,223,54,92,3,4,3,53,6,8
S01011097,284,108,103,2,9,1,49,2,10
S01011098,346,119,134,0,42,6,43,1,1
S01011099,358,61,88,0,181,5,20,2,1
S01011100,210,93,60,0,45,0,8,0,4
S01011101,247,51,63,0,112,8,8,4,1
S01011102,330,60,60,1,150,6,49,4,0
S01011103,312,60,60,0,90,22,69,6,5
S01011104,294,100,84,2,55,11,33,3,6
S01011105,405,126,102,0,54,44,73,4,2
S01011106,352,33,62,0,14,119,25,99,0
S01011107,324,23,145,2,30,52,68,2,2
S01011108,216,38,93,1,58,11,10,2,3
S01011109,389,147,157,1,25,16,33,4,6
S01011110,314,74,110,0,60,47,18,2,3
S01011111,407,88,117,1,156,16,20,7,2
S01011112,328,68,193,0,8,17,37,4,1
S01011113,446,180,139,0,88,5,15,8,11
S01011114,296,125,128,1,16,14,11,1,0
S01011115,411,94,124,1,158,8,21,3,2
S01011116,269,104,100,0,15,16,15,15,4
S01011117,359,157,102,6,7,4,66,8,9
S01011118,399,164,127,2,4,34,48,10,10
S01011119,422,188,139,0,37,1,41,8,8
S01011120,293,192,87,1,2,1,7,0,3
S01011121,313,46,66,0,65,37,93,4,2
S01011122,302,93,108,2,49,2,42,3,3
S01011123,490,164,173,1,112,6,23,6,5
S01011124,277,66,116,0,41,12,33,2,7
S01011125,220,21,48,4,10,115,17,3,2
S01011126,184,36,42,0,59,5,4,38,0
S01011127,153,1,11,0,3,14,14,109,1
S01011128,341,94,111,3,80,3,25,21,4
S01011129,356,123,129,0,7,7,16,72,2
S01011130,296,84,87,1,84,4,29,6,1
S01011131,318,103,116,0,10,3,76,6,4
S01011132,374,160,151,0,10,1,38,5,9
S01011133,190,65,69,0,36,3,10,5,2
S01011134,401,142,108,3,40,22,68,12,6
S01011135,337,112,103,0,66,23,26,2,5
S01011136,284,109,91,0,42,3,28,8,3
S01011137,186,53,59,0,7,45,13,8,1
S01011138,254,34,64,0,51,53,8,42,2
S01011139,281,56,96,0,4,5,41,77,2
S01011140,232,33,85,1,67,22,18,5,1
S01011141,230,38,70,0,80,30,9,3,0
S01011142,334,115,121,1,5,1,45,9,37
S01011143,398,183,165,1,5,5,33,3,3
S01011144,303,104,122,0,30,11,25,7,4
S01011145,267,130,85,1,5,2,36,5,3
S01011146,306,101,98,1,33,55,15,1,2
S01011147,450,174,166,1,50,0,42,5,12
S01011148,329,124,88,0,22,2,76,5,12
S01011149,265,80,52,0,3,6,35,71,18
S01011150,175,13,106,1,5,20,6,23,1
S01011151,218,33,54,0,16,7,35,69,4
S01011152,341,162,64,1,13,19,52,22,8
S01011153,455,166,99,4,35,51,88,6,6
S01011154,348,92,72,1,79,42,56,3,3
S01011155,348,107,81,0,94,18,34,7,7
S01011156,249,100,123,1,1,2,16,2,4
S01011157,284,149,106,0,7,6,9,5,2
S01011158,233,160,54,0,1,2,12,1,3
S01011159,300,94,60,0,107,7,20,5,7
S01011160,393,127,110,0,61,21,57,13,4
S01011161,269,71,88,0,53,14,32,9,2
S01011162,187,49,55,0,17,37,26,3,0
S01011163,352,75,108,0,139,1,21,5,3
S01011164,282,86,109,1,2,57,20,6,1
S01011165,356,71,88,2,95,71,20,4,5
S01011166,229,125,71,0,14,2,14,3,0
S01011167,279,146,84,0,7,1,36,3,2
S01011168,355,107,87,0,6,3,117,16,19
S01011169,346,71,191,0,1,25,45,8,5
S01011170,400,164,111,0,12,11,77,6,19
S01011171,409,231,85,1,4,36,38,7,7
S01011172,339,183,74,0,7,33,27,8,7
S01011173,224,119,58,1,2,16,18,2,8
S01011174,219,120,34,0,4,13,26,5,17
S01011175,259,96,64,4,8,64,17,4,2
S01011176,274,175,53,0,0,8,25,4,9
S01011177,402,190,80,3,8,60,36,10,15
S01011178,206,61,80,0,16,1,31,17,0
S01011179,272,66,87,0,93,5,18,2,1
S01011180,301,47,71,4,142,24,12,1,0
S01011181,198,100,70,0,3,3,18,2,2
S01011182,166,82,69,0,3,0,6,2,4
S01011183,226,74,96,0,42,2,9,2,1
S01011184,307,120,180,0,2,1,3,0,1
S01011185,296,137,127,0,12,5,7,2,6
S01011186,456,136,150,0,127,7,29,4,3
S01011187,287,135,116,0,19,3,10,2,2
S01011188,442,116,168,1,96,16,29,4,12
S01011189,356,96,160,0,25,23,38,7,7
S01011190,288,47,102,3,110,2,18,5,1
S01011191,241,53,93,0,67,10,15,1,2
S01011192,290,48,126,0,60,24,28,4,0
S01011193,286,33,103,1,94,16,38,0,1
S01011194,302,36,96,0,111,26,27,3,3
S01011195,318,46,135,0,76,26,26,4,5
S01011196,409,54,124,0,156,51,23,0,1
S01011197,348,55,112,0,99,39,34,8,1
S01011198,241,42,83,0,65,27,23,0,1
S01011199,342,50,135,1,62,59,27,7,1
S01011200,356,92,160,1,56,15,30,2,0
S01011201,267,77,119,1,57,6,4,1,2
S01011202,390,65,163,2,120,7,32,0,1
S01011203,364,86,165,0,72,17,19,3,2
S01011204,235,92,110,1,11,3,14,2,2
S01011205,237,28,159,0,4,35,10,1,0
S01011206,264,55,163,4,13,12,15,2,0
S01011207,326,51,131,0,98,35,8,2,1
S01011208,345,71,241,0,12,7,9,4,1
S01011209,283,48,90,0,65,66,14,0,0
S01011210,272,77,127,0,3,61,4,0,0
S01011211,252,38,154,14,7,26,10,1,2
S01011212,213,36,82,0,66,6,22,1,0
S01011213,421,87,138,8,110,20,54,2,2
S01011214,349,92,103,0,21,86,42,4,1
S01011215,260,35,51,0,120,34,16,1,3
S01011216,240,52,59,0,20,80,23,3,3
S01011217,380,79,86,0,123,47,39,4,2
S01011218,282,24,56,0,153,13,27,4,5
S01011219,352,64,106,0,132,22,27,1,0
S01011220,425,93,144,0,121,29,32,4,2
S01011221,449,110,162,0,93,35,35,10,4
S01011222,312,75,103,0,99,16,19,0,0
S01011223,361,84,146,0,43,56,26,3,3
S01011224,350,87,88,1,140,4,22,3,5
S01011225,327,57,60,0,103,60,44,2,1
S01011226,455,199,162,0,52,14,24,2,2
S01011227,397,91,127,0,86,13,67,6,7
S01011228,450,98,109,2,122,34,72,7,6
S01011229,286,58,59,0,124,5,28,4,8
S01011230,500,37,44,0,393,8,17,0,1
S01011231,298,58,55,3,116,43,22,0,1
S01011232,513,65,97,3,103,177,63,5,0
S01011233,158,47,46,0,40,3,16,3,3
S01011234,456,70,125,0,214,16,31,0,0
S01011235,195,32,43,1,64,31,24,0,0
S01011236,284,75,85,1,65,24,29,1,4
S01011237,331,60,98,0,80,68,23,2,0
S01011238,334,47,60,1,131,56,38,0,1
S01011239,427,96,81,1,120,45,79,5,0
S01011240,481,70,96,0,143,47,115,7,3
S01011241,540,151,162,0,58,49,109,5,6
S01011242,383,108,116,0,110,5,34,4,6
S01011243,545,50,81,2,165,140,101,5,1
S01011244,409,48,69,2,55,148,79,2,6
S01011245,446,84,92,0,202,41,21,1,5
S01011246,439,156,153,1,38,12,69,7,3
S01011247,357,169,140,2,16,4,18,4,4
S01011248,317,104,146,0,42,1,14,8,2
S01011249,308,118,160,0,11,1,13,2,3
S01011250,446,58,148,7,184,20,24,3,2
S01011251,385,81,121,0,106,37,31,4,5
S01011252,344,38,91,0,112,74,20,3,6
S01011253,391,44,89,0,225,8,24,1,0
S01011254,359,134,205,0,4,2,7,6,1
S01011255,267,56,200,0,5,1,3,1,1
S01011256,169,30,120,0,6,1,9,3,0
S01011257,188,130,49,0,4,1,3,0,1
S01011258,229,78,112,1,25,3,7,2,1
S01011259,383,125,110,0,75,31,34,6,2
S01011260,336,166,113,0,22,13,17,4,1
S01011261,310,55,89,0,145,3,16,2,0
S01011262,223,71,68,0,45,18,14,4,3
S01011263,431,70,207,3,104,0,40,3,4
S01011264,259,39,85,0,102,4,27,2,0
S01011265,468,45,105,0,189,88,33,2,6
S01011266,383,107,155,3,92,3,18,5,0
S01011267,266,121,79,0,46,2,15,1,2
S01011268,186,73,48,0,34,3,23,4,1
S01011269,279,70,72,1,88,24,20,1,3
S01011270,349,67,80,0,113,25,56,6,2
S01011271,357,108,98,0,110,3,32,5,1
S01011272,380,71,101,1,157,2,38,6,4
S01011273,339,63,116,1,140,0,19,0,0
S01011274,395,59,126,2,118,17,67,5,1
S01011275,277,34,56,0,172,0,15,0,0
S01011276,405,96,141,0,138,5,23,1,1
S01011277,284,101,154,0,2,5,20,1,1
S01011278,230,59,135,0,4,2,23,5,2
S01011279,302,106,139,0,4,20,31,2,0
S01011280,231,125,90,0,9,2,3,1,1
S01011281,238,62,149,0,5,3,16,1,2
S01011282,341,63,205,0,12,44,15,0,2
S01011283,251,37,200,1,4,0,5,2,2
S01011284,192,20,159,0,2,2,7,0,2
S01011285,297,50,88,0,32,104,18,4,1
S01011286,298,49,90,0,16,125,18,0,0
S01011287,337,69,101,1,40,105,20,1,0
S01011288,318,63,121,0,19,89,21,4,1
S01011289,431,105,132,0,124,42,21,4,3
S01011290,503,124,134,0,175,35,23,7,5
S01011291,407,110,123,1,143,4,23,2,1
S01011292,332,36,75,0,188,20,11,1,1
S01011293,341,64,98,1,154,7,13,1,3
S01011294,487,94,99,1,178,54,49,7,5
S01011295,448,178,162,2,69,1,27,4,5
S01011296,280,93,79,0,75,17,10,2,4
S01011297,311,56,96,0,137,6,11,4,1
S01011298,230,31,67,0,77,38,12,2,3
S01011299,197,96,66,0,2,1,22,5,5
S01011300,423,87,106,0,212,1,15,1,1
S01011301,309,130,137,0,6,2,24,7,3
S01011302,522,126,116,0,205,27,41,2,5
S01011303,427,157,204,0,8,3,42,8,5
S01011304,282,56,81,0,68,63,13,0,1
S01011305,342,50,137,0,134,1,14,3,3
S01011306,282,99,60,2,93,1,19,4,4
S01011307,188,95,56,0,3,1,19,3,11
S01011308,186,90,55,1,3,1,28,1,7
S01011309,333,184,129,1,4,0,9,2,4
S01011310,341,140,107,0,42,2,37,5,8
S01011311,305,178,101,1,5,1,15,2,2
S01011312,493,295,161,1,7,0,21,1,7
S01011313,368,132,142,0,38,7,38,7,4
S01011314,487,166,202,3,33,10,63,5,5
S01011315,168,34,60,1,54,1,13,2,3
S01011316,311,85,92,0,108,4,18,2,2
S01011317,392,237,122,1,1,0,24,2,5
S01011318,520,279,143,2,5,1,69,9,12
S01011319,398,248,121,0,2,0,19,5,3
S01011320,303,125,91,0,42,6,33,2,4
S01011321,252,73,130,0,25,2,15,5,2
S01011322,251,77,120,0,39,1,14,0,0
S01011323,374,82,150,1,87,15,32,2,5
S01011324,202,75,78,1,18,13,9,4,4
S01011325,472,131,129,2,75,2,120,8,5
S01011326,521,171,109,6,37,23,151,16,8
S01011327,400,184,77,1,14,46,67,4,7
S01011328,355,176,86,0,16,29,38,3,7
S01011329,484,212,147,1,43,2,67,5,7
S01011330,324,171,122,1,12,1,11,2,4
S01011331,336,195,124,3,1,2,7,0,4
S01011332,385,212,149,0,0,2,14,2,6
S01011333,386,251,90,0,3,0,32,4,6
S01011334,297,130,95,0,28,1,33,6,4
S01011335,438,236,140,1,4,1,44,3,9
S01011336,266,71,111,0,51,1,28,3,1
S01011337,287,142,118,0,5,1,15,1,5
S01011338,270,60,114,0,77,2,15,1,1
S01011339,219,52,69,0,87,4,7,0,0
S01011340,290,67,61,0,150,0,8,2,2
S01011341,346,73,96,4,52,77,40,4,0
S01011342,325,96,143,0,26,10,45,4,1
S01011343,434,82,127,0,163,28,32,1,1
S01011344,401,66,100,0,213,10,9,2,1
S01011345,357,39,76,0,201,27,13,0,1
S01011346,325,81,117,2,99,1,20,4,1
S01011347,547,183,165,0,137,12,39,6,5
S01011348,424,76,124,0,207,1,13,3,0
S01011349,367,104,231,0,9,1,19,3,0
S01011350,275,140,111,0,13,1,3,3,4
S01011351,353,57,91,0,154,24,20,2,5
S01011352,328,78,115,0,64,19,41,6,5
S01011353,274,74,97,0,89,0,10,2,2
S01011354,313,124,131,0,43,3,7,5,0
S01011355,433,129,147,1,130,4,10,5,7
S01011356,392,159,178,2,24,2,20,6,1
S01011357,354,120,123,0,63,32,12,2,2
S01011358,186,26,142,0,3,1,12,0,2
S01011359,368,106,113,1,117,3,19,1,8
S01011360,354,22,45,5,87,184,9,2,0
S01011361,343,5,12,3,311,11,1,0,0
S01011362,199,52,130,0,9,1,4,3,0
S01011363,429,117,119,1,100,56,27,6,3
S01011364,272,67,148,1,20,20,11,2,3
S01011365,207,32,155,0,11,1,8,0,0
S01011366,238,63,82,9,66,2,11,2,3
S01011367,400,90,129,0,150,12,15,1,3
S01011368,291,29,206,0,7,0,48,1,0
S01011369,380,98,113,2,121,36,6,1,3
S01011370,307,36,193,1,47,3,25,2,0
S01011371,503,31,70,8,305,77,10,1,1
S01011372,411,14,19,0,343,29,5,0,1
S01011373,350,25,53,0,252,6,13,1,0
S01011374,276,23,150,27,15,33,28,0,0
S01011375,295,68,85,0,136,0,6,0,0
S01011376,326,11,13,0,296,2,4,0,0
S01011377,262,115,111,0,12,14,7,1,2
S01011378,362,136,138,0,71,0,13,1,3
S01011379,342,108,200,0,13,2,18,0,1
S01011380,357,79,116,0,99,16,35,3,9
S01011381,302,84,117,4,38,20,18,16,5
S01011382,286,20,68,0,82,45,65,5,1
S01011383,394,40,57,0,241,36,17,2,1
S01011384,328,19,44,0,254,4,4,2,1
S01011385,441,71,90,0,249,6,20,3,2
S01011386,208,15,41,0,137,1,13,0,1
S01011387,366,28,93,0,190,6,48,0,1
S01011388,435,43,253,10,32,52,36,4,5
S01011389,415,41,118,3,96,79,73,1,4
S01011390,342,71,93,0,156,7,9,2,4
S01011391,254,44,83,0,118,0,7,1,1
S01011392,287,35,80,1,156,1,14,0,0
S01011393,374,107,126,1,110,4,22,1,3
S01011394,212,17,148,0,36,2,6,1,2
S01011395,409,70,94,2,43,147,48,4,1
S01011396,402,82,100,2,96,90,25,3,4
S01011397,364,57,104,0,115,65,14,3,6
S01011398,322,45,99,0,129,29,18,1,1
S01011399,240,32,63,0,129,2,12,1,1
S01011400,357,71,136,0,39,44,51,10,6
S01011401,287,67,118,10,40,33,11,3,5
S01011402,492,214,143,2,93,2,26,3,9
S01011403,208,44,86,0,62,1,12,1,2
S01011404,468,95,142,0,176,19,26,6,4
S01011405,298,109,88,0,80,4,11,1,5
S01011406,287,87,96,0,85,3,10,2,4
S01011407,506,175,200,0,89,5,25,5,7
S01011408,369,83,141,1,121,1,17,1,4
S01011409,362,36,109,0,130,77,9,0,1
S01011410,316,97,103,2,73,33,4,2,2
S01011411,285,77,108,0,87,3,6,2,2
S01011412,357,190,149,0,14,1,1,1,1
S01011413,218,41,153,0,5,2,14,1,2
S01011414,377,81,122,1,144,5,14,3,7
S01011415,408,90,197,0,90,11,14,3,3
S01011416,240,98,128,0,4,1,7,1,1
S01011417,374,128,131,0,74,2,27,5,7
S01011418,264,49,76,0,128,0,8,1,2
S01011419,253,56,91,0,86,6,13,0,1
S01011420,250,32,39,0,149,1,26,0,3
S01011421,233,21,168,0,7,4,31,1,1
S01011422,264,55,93,1,97,0,17,0,1
S01011423,221,32,59,0,111,2,12,5,0
S01011424,237,60,101,0,44,19,9,4,0
S01011425,348,86,89,0,110,43,14,3,3
S01011426,356,98,217,0,14,1,18,3,5
S01011427,303,66,96,0,122,1,16,1,1
S01011428,243,69,77,0,89,2,6,0,0
S01011429,240,74,144,1,9,0,7,2,3
S01011430,368,93,193,0,39,1,33,5,4
