,All people aged 16 and over,Single (never married or never registered a same-sex civil partnership),Married,In a registered same-sex civil partnership,Separated (but still legally married or still legally in a same-sex civil partnership),Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Widowed or surviving partner from a same-sex civil partnership
S01012841,497,113,320,0,17,26,21
S01012842,407,121,230,0,14,24,18
S01012843,774,200,490,0,10,23,51
S01012844,561,137,355,4,12,21,32
S01012845,554,172,301,0,8,35,38
S01012846,807,330,249,0,55,65,108
S01012847,456,130,239,0,14,26,47
S01012848,582,176,326,0,10,40,30
S01012849,564,252,199,1,28,52,32
S01012850,623,199,238,1,41,61,83
S01012851,698,193,353,1,26,50,75
S01012852,592,155,349,0,11,33,44
S01012853,688,178,416,0,7,28,59
S01012854,695,240,335,4,29,35,52
S01012855,539,226,245,4,16,29,19
S01012856,608,224,190,3,25,65,101
S01012857,765,265,264,0,25,68,143
S01012858,621,304,156,0,36,70,55
S01012859,845,399,284,4,35,70,53
S01012860,948,246,426,0,19,58,199
S01012861,592,193,294,0,17,42,46
S01012862,519,226,123,4,30,79,57
S01012863,556,286,96,3,41,91,39
S01012864,660,367,132,2,32,90,37
S01012865,670,195,303,0,22,62,88
S01012866,638,249,242,2,31,51,63
S01012867,645,219,236,2,32,64,92
S01012868,501,203,148,0,36,61,53
S01012869,424,236,83,0,25,44,36
S01012870,806,231,426,0,20,53,76
S01012871,699,214,354,0,24,50,57
S01012872,577,245,243,1,21,36,31
S01012873,655,245,302,0,20,54,34
S01012874,638,241,227,0,39,69,62
S01012875,486,218,155,1,25,50,37
S01012876,665,239,254,1,39,66,66
S01012877,631,190,279,2,23,55,82
S01012878,774,240,453,0,19,29,33
S01012879,609,191,317,0,13,26,62
S01012880,759,201,455,2,8,30,63
S01012881,774,214,383,2,18,47,110
S01012882,494,190,191,0,27,45,41
S01012883,529,184,145,0,33,87,80
S01012884,451,138,198,0,16,39,60
S01012885,391,175,89,0,36,48,43
S01012886,651,178,384,0,19,22,48
S01012887,631,180,341,4,18,27,61
S01012888,694,151,438,2,10,25,68
S01012889,661,184,371,4,22,61,19
S01012890,549,236,208,0,21,47,37
S01012891,456,145,198,0,16,47,50
S01012892,930,376,309,0,40,89,116
S01012893,598,220,215,0,19,65,79
S01012894,606,187,320,0,31,39,29
S01012895,411,120,238,0,11,23,19
S01012896,761,210,294,0,47,144,66
S01012897,473,120,279,2,15,34,23
S01012898,401,111,251,2,11,19,7
S01012899,477,144,151,0,42,102,38
S01012900,618,141,306,0,12,34,125
S01012901,569,216,238,2,14,53,46
S01012902,629,219,300,1,27,42,40
S01012903,683,246,288,0,35,59,55
S01012904,633,227,270,2,31,57,46
S01012905,490,216,146,0,31,71,26
S01012906,783,271,301,3,46,90,72
S01012907,736,230,331,0,23,60,92
S01012908,603,194,260,0,16,71,62
S01012909,512,147,184,0,33,69,79
S01012910,774,257,242,0,50,125,100
S01012911,631,181,327,0,24,42,57
S01012912,580,195,244,1,22,50,68
S01012913,732,232,327,0,21,69,83
S01012914,711,247,298,0,40,77,49
S01012915,810,272,388,0,30,54,66
S01012916,572,180,274,0,18,50,50
S01012917,587,145,359,0,10,26,47
S01012918,417,158,153,0,17,35,54
S01012919,397,122,188,0,9,21,57
S01012920,506,102,319,3,15,25,42
S01012921,594,196,261,0,23,62,52
S01012922,784,256,376,1,27,66,58
S01012923,578,194,270,2,15,49,48
S01012924,422,144,204,0,16,33,25
S01012925,413,119,255,0,7,13,19
S01012926,593,217,268,0,25,46,37
S01012927,628,217,304,0,22,47,38
S01012928,675,205,328,0,19,49,74
S01012929,641,179,356,1,13,38,54
S01012930,779,254,270,0,36,75,144
S01012931,730,248,288,0,32,94,68
S01012932,423,120,248,0,8,18,29
S01012933,675,219,305,0,29,53,69
S01012934,605,179,276,0,27,60,63
S01012935,717,207,365,0,16,55,74
S01012936,619,182,274,0,36,62,65
S01012937,581,194,264,1,31,46,45
S01012938,600,122,357,2,22,29,68
S01012939,500,134,327,0,11,11,17
S01012940,579,153,347,5,15,35,24
S01012941,600,151,396,0,12,30,11
S01012942,624,220,238,2,34,64,66
S01012943,575,152,333,0,20,41,29
S01012944,418,91,278,0,11,17,21
S01012945,568,119,381,6,11,23,28
S01012946,691,191,416,0,21,37,26
S01012947,372,95,252,1,2,12,10
S01012948,572,159,355,0,10,36,12
S01012949,595,162,355,4,20,29,25
S01012950,678,193,443,5,13,17,7
S01012951,649,143,447,2,12,38,7
S01012952,525,111,358,0,12,15,29
S01012953,568,155,334,0,19,35,25
S01012954,392,115,228,2,5,27,15
S01012955,763,221,430,2,26,35,49
S01012956,851,264,367,0,25,66,129
S01012957,540,183,246,0,20,45,46
S01012958,435,140,229,2,12,26,26
S01012959,466,172,232,3,18,29,12
S01012960,502,154,252,0,20,45,31
S01012961,416,116,252,0,10,24,14
S01012962,555,149,348,0,5,32,21
S01012963,616,157,405,0,14,27,13
S01012964,449,122,274,0,14,28,11
S01012965,563,174,268,2,17,33,69
S01012966,593,165,296,3,23,41,65
S01012967,397,130,204,0,13,25,25
S01012968,517,180,264,0,17,39,17
S01012969,570,176,275,0,15,53,51
S01012970,489,138,262,0,10,44,35
S01012971,638,256,285,0,24,47,26
S01012972,612,222,268,2,30,52,38
S01012973,647,181,320,0,23,55,68
S01012974,884,259,379,0,32,62,152
S01012975,491,146,218,0,23,42,62
S01012976,427,152,189,0,15,38,33
S01012977,559,226,219,0,40,43,31
S01012978,647,242,252,0,36,78,39
S01012979,516,137,285,0,19,31,44
S01012980,527,223,206,0,21,46,31
S01012981,622,248,229,0,28,78,39
S01012982,662,219,309,2,21,68,43
S01012983,633,172,336,1,21,44,59
S01012984,530,184,230,0,22,48,46
S01012985,659,175,373,0,18,34,59
S01012986,626,227,244,0,24,65,66
S01012987,632,211,277,0,24,42,78
S01012988,744,219,327,2,23,72,101
S01012989,809,251,371,0,26,65,96
S01012990,516,153,212,1,20,52,78
S01012991,669,208,303,2,32,47,77
S01012992,659,223,278,0,24,51,83
S01012993,585,217,215,0,25,56,72
S01012994,760,323,215,3,35,100,84
S01012995,662,208,346,0,22,55,31
S01012996,550,209,252,1,13,50,25
S01012997,392,117,186,5,16,36,32
S01012998,837,267,451,0,19,58,42
S01012999,397,135,186,2,16,24,34
S01013000,549,170,252,0,19,51,57
S01013001,321,67,213,2,11,17,11
S01013002,405,95,252,0,14,28,16
S01013003,522,91,382,0,7,12,30
S01013004,533,107,347,4,10,24,41
S01013005,575,135,352,0,22,24,42
S01013006,503,119,331,2,4,26,21
S01013007,798,177,475,2,11,54,79
S01013008,616,162,348,2,19,44,41
S01013009,526,130,257,0,24,62,53
S01013010,481,110,295,0,11,23,42
S01013011,512,125,313,0,17,29,28
S01013012,540,176,247,1,13,54,49
S01013013,566,140,319,0,19,32,56
S01013014,607,166,306,0,16,59,60
S01013015,608,134,375,2,20,32,45
S01013016,497,98,338,2,15,25,19
S01013017,659,160,371,2,21,55,50
S01013018,770,160,491,2,23,47,47
S01013019,687,185,409,0,22,37,34
S01013020,405,116,183,0,7,45,54
S01013021,376,106,211,0,10,29,20
S01013022,324,141,132,2,7,27,15
S01013023,709,137,495,0,15,22,40
S01013024,422,98,253,0,7,26,38
S01013025,478,120,268,0,17,31,42
S01013026,812,258,395,0,38,67,54
S01013027,794,295,317,0,31,73,78
S01013028,393,131,200,2,8,29,23
S01013029,490,167,209,2,24,42,46
S01013030,481,188,209,2,20,36,26
S01013031,505,206,178,0,28,53,40
S01013032,571,167,328,1,27,38,10
S01013033,512,188,247,2,16,39,20
S01013034,576,195,265,0,16,60,40
S01013035,548,214,202,0,26,60,46
S01013036,605,246,239,0,23,55,42
S01013037,654,184,353,0,16,41,60
S01013038,811,295,330,2,42,60,82
S01013039,427,130,257,0,4,22,14
S01013040,544,163,240,0,22,50,69
S01013041,485,174,221,0,16,37,37
S01013042,650,230,308,0,26,52,34
S01013043,558,205,233,3,15,49,53
S01013044,649,230,279,0,33,70,37
S01013045,541,150,288,0,16,55,32
S01013046,421,148,176,0,22,41,34
S01013047,703,181,447,0,10,41,24
S01013048,684,261,319,0,22,50,32
S01013049,685,203,374,2,22,45,39
S01013050,649,234,275,0,24,57,59
S01013051,763,270,316,0,28,78,71
S01013052,637,196,261,0,37,53,90
S01013053,526,217,166,0,24,76,43
S01013054,577,176,259,2,15,59,66
S01013055,581,229,195,0,19,71,67
S01013056,774,275,323,1,25,73,77
S01013057,641,289,202,0,27,80,43
S01013058,420,109,264,0,9,27,11
S01013059,669,168,353,0,11,40,97
S01013060,449,126,247,0,6,24,46
S01013061,683,117,469,0,8,32,57
S01013062,746,189,396,0,11,39,111
S01013063,678,167,373,2,14,54,68
S01013064,714,212,364,0,12,58,68
S01013065,731,327,263,1,26,54,60
S01013066,614,227,252,0,27,57,51
S01013067,774,631,78,0,10,46,9
S01013068,659,416,121,2,25,69,26
S01013069,670,497,108,0,17,28,20
S01013070,561,414,75,0,14,44,14
S01013071,924,796,71,0,13,32,12
S01013072,433,159,165,0,22,47,40
S01013073,639,358,151,1,29,53,47
S01013074,526,236,147,0,35,55,53
S01013075,750,327,183,3,39,101,97
S01013076,652,438,157,0,12,27,18
S01013077,544,197,210,0,26,62,49
S01013078,436,195,144,4,19,48,26
S01013079,1086,461,439,0,37,72,77
S01013080,738,267,334,2,15,60,60
S01013081,548,121,345,1,7,31,43
S01013082,736,172,438,2,16,37,71
S01013083,2207,1889,256,1,8,30,23
S01013084,624,129,417,2,13,17,46
S01013085,596,269,171,0,14,49,93
S01013086,760,312,305,2,17,65,59
S01013087,689,194,405,0,8,36,46
S01013088,773,133,556,0,8,29,47
S01013089,633,215,288,2,24,52,52
S01013090,688,393,234,0,14,23,24
S01013091,462,334,71,2,15,21,19
S01013092,741,330,270,2,20,63,56
S01013093,410,97,237,0,13,30,33
S01013094,477,82,349,0,6,19,21
S01013095,632,107,500,0,3,12,10
S01013096,448,182,180,0,12,42,32
S01013097,494,110,323,2,5,32,22
S01013098,421,56,345,0,3,12,5
S01013099,791,226,383,2,27,61,92
S01013100,495,66,349,2,7,25,46
S01013101,835,293,344,0,25,90,83
S01013102,501,94,297,0,10,29,71
S01013103,619,120,429,0,18,32,20
S01013104,795,161,500,0,18,58,58
S01013105,732,138,476,0,18,47,53
S01013106,659,201,344,0,21,40,53
S01013107,556,101,384,2,11,29,29
S01013108,478,118,280,0,13,32,35
S01013109,888,257,508,0,16,50,57
S01013110,488,110,294,0,14,32,38
S01013111,376,92,212,4,14,34,20
S01013112,489,145,257,0,21,38,28
S01013113,680,188,343,0,14,55,80
S01013114,676,193,358,4,18,57,46
S01013115,574,182,214,2,30,78,68
S01013116,682,138,434,1,5,38,66
S01013117,510,176,235,0,15,54,30
S01013118,454,132,263,0,10,31,18
S01013119,668,159,369,2,22,73,43
S01013120,832,220,424,0,37,74,77
S01013121,332,105,177,0,3,22,25
S01013122,481,220,132,2,27,64,36
S01013123,614,279,187,1,22,79,46
S01013124,597,200,262,0,19,61,55
S01013125,688,224,294,0,21,59,90
S01013126,580,263,180,0,39,67,31
S01013127,625,297,167,0,44,70,47
S01013128,559,315,97,2,34,72,39
S01013129,972,402,335,4,42,81,108
S01013130,541,285,135,4,33,57,27
S01013131,507,215,172,2,32,65,21
S01013132,481,238,112,2,21,59,49
S01013133,774,323,208,2,38,69,134
S01013134,669,228,304,0,16,58,63
S01013135,604,295,154,2,23,78,52
S01013136,787,267,348,0,20,76,76
S01013137,627,215,273,0,23,49,67
S01013138,517,240,143,0,28,68,38
S01013139,710,309,216,0,37,80,68
S01013140,672,261,247,1,37,55,71
S01013141,539,218,178,2,20,56,65
S01013142,750,262,190,3,49,116,130
S01013143,728,258,288,2,26,78,76
S01013144,782,281,324,2,25,53,97
S01013145,608,222,247,0,21,48,70
S01013146,369,118,180,0,9,28,34
S01013147,595,188,289,0,12,39,67
S01013148,649,213,303,0,27,45,61
S01013149,692,268,271,0,30,52,71
S01013150,729,226,343,0,23,65,72
S01013151,476,153,243,0,14,21,45
S01013152,736,227,380,0,22,46,61
S01013153,677,297,217,0,26,85,52
S01013154,783,320,289,4,32,70,68
S01013155,666,355,155,4,33,87,32
S01013156,647,307,183,0,41,85,31
S01013157,740,342,212,5,44,74,63
S01013158,495,127,274,0,9,28,57
S01013159,604,167,346,0,17,35,39
S01013160,581,135,388,4,5,21,28
S01013161,836,347,313,0,36,70,70
S01013162,704,266,247,0,30,55,106
S01013163,577,167,361,0,6,22,21
S01013164,858,289,390,1,30,73,75
S01013165,772,228,367,2,21,49,105
S01013166,531,287,74,0,41,88,41
S01013167,529,287,115,1,37,64,25
S01013168,760,279,300,1,37,55,88
S01013169,723,233,276,2,21,82,109
S01013170,437,198,126,0,15,55,43
S01013171,523,161,289,2,16,37,18
S01013172,613,222,278,2,23,53,35
S01013173,658,226,316,4,23,52,37
S01013174,625,156,406,0,16,19,28
S01013175,659,173,377,4,32,33,40
S01013176,702,209,302,0,32,48,111
S01013177,532,184,267,0,14,30,37
S01013178,623,231,254,2,31,55,50
S01013179,706,223,357,0,22,46,58
S01013180,360,107,207,2,16,15,13
S01013181,611,151,339,0,15,45,61
S01013182,633,242,226,0,27,62,76
S01013183,706,188,435,0,11,40,32
S01013184,439,228,96,1,22,58,34
S01013185,618,247,211,0,28,71,61
S01013186,522,255,144,1,29,54,39
S01013187,659,290,208,2,32,72,55
S01013188,733,237,381,2,21,51,41
S01013189,524,156,290,2,9,23,44
S01013190,652,213,294,0,23,57,65
S01013191,834,207,529,2,17,42,37
S01013192,819,277,356,0,29,65,92
S01013193,557,209,214,0,24,65,45
S01013194,495,221,164,0,25,54,31
S01013195,891,433,229,0,42,88,99
S01013196,563,255,178,0,35,53,42
S01013197,502,128,246,2,19,38,69
S01013198,701,231,269,0,29,71,101
S01013199,816,247,351,2,30,73,113
S01013200,597,199,240,0,36,40,82
S01013201,600,278,155,0,35,83,49
S01013202,466,206,179,0,25,34,22
S01013203,576,235,197,0,25,63,56
S01013204,633,174,355,0,24,54,26
S01013205,463,217,150,2,26,43,25
S01013206,519,209,178,0,19,76,37
S01013207,664,229,257,0,34,83,61
S01013208,741,324,250,1,38,90,38
S01013209,708,262,263,0,35,93,55
S01013210,512,152,286,0,8,27,39
S01013211,733,255,310,0,41,67,60
S01013212,473,137,287,0,9,32,8
S01013213,459,131,280,1,9,26,12
S01013214,348,97,204,0,11,23,13
S01013215,650,239,288,0,31,61,31
S01013216,451,195,162,2,17,53,22
S01013217,542,179,276,2,15,38,32
S01013218,455,210,154,0,17,52,22
S01013219,424,171,170,0,17,48,18
S01013220,524,212,190,0,24,63,35
S01013221,721,254,316,2,28,81,40
S01013222,477,190,139,2,22,65,59
S01013223,938,348,308,5,42,93,142
S01013224,674,245,289,0,26,69,45
S01013225,620,237,237,0,34,72,40
S01013226,402,120,219,0,26,25,12
S01013227,564,233,186,0,19,62,64
S01013228,606,256,204,1,27,69,49
S01013229,620,244,222,0,27,68,59
S01013230,563,191,236,0,26,48,62
S01013231,622,214,247,0,21,79,61
S01013232,603,201,251,2,18,64,67
S01013233,510,154,270,0,13,33,40
S01013234,311,77,198,1,4,24,7
S01013235,681,231,289,2,18,64,77
S01013236,763,202,455,0,8,41,57
S01013237,648,231,306,2,22,51,36
S01013238,627,262,193,0,30,83,59
S01013239,709,311,233,0,24,71,70
S01013240,433,199,113,0,27,67,27
S01013241,727,156,475,0,10,26,60
S01013242,509,133,302,2,7,25,40
S01013243,600,199,286,0,24,47,44
S01013244,617,207,261,0,20,66,63
S01013245,797,222,453,0,19,51,52
S01013246,366,113,188,0,18,22,25
S01013247,629,243,206,4,26,74,76
S01013248,511,207,174,2,31,46,51
S01013249,375,113,195,0,10,31,26
S01013250,705,208,386,4,27,49,31
S01013251,558,216,233,0,26,54,29
S01013252,546,194,257,0,14,46,35
S01013253,585,191,292,0,12,44,46
S01013254,499,191,200,0,21,45,42
S01013255,1200,618,401,5,38,94,44
S01013256,604,173,295,0,22,49,65
S01013257,696,214,318,0,27,50,87
S01013258,638,161,389,0,21,29,38
S01013259,678,228,320,0,24,55,51
S01013260,677,260,277,0,26,67,47
S01013261,622,217,264,0,38,55,48
S01013262,529,166,251,2,19,47,44
S01013263,407,76,278,2,13,17,21
S01013264,381,88,267,0,7,14,5
S01013265,485,115,336,0,3,26,5
S01013266,425,106,266,0,9,36,8
S01013267,462,152,193,0,23,49,45
S01013268,657,209,318,0,31,48,51
S01013269,748,228,420,4,22,52,22
S01013270,611,127,434,2,5,31,12
S01013271,501,80,361,0,5,23,32
S01013272,565,121,385,0,10,30,19
S01013273,641,124,451,8,21,24,13
S01013274,686,188,380,4,23,53,38
S01013275,569,121,328,0,20,36,64
S01013276,501,145,305,0,13,24,14
S01013277,719,211,353,0,36,63,56
S01013278,704,236,262,2,41,76,87
S01013279,550,225,198,1,21,76,29
S01013280,456,123,256,2,17,27,31
S01013281,741,228,342,0,32,75,64
S01013282,629,290,210,0,26,77,26
S01013283,535,268,178,2,21,54,12
S01013284,538,177,282,0,16,46,17
S01013285,542,181,258,0,25,55,23
S01013286,556,167,307,0,14,46,22
S01013287,634,196,372,0,13,33,20
S01013288,544,160,251,0,21,47,65
S01013289,594,135,368,6,11,43,31
S01013290,692,201,355,0,24,71,41
S01013291,527,151,308,0,17,35,16
S01013292,620,181,351,2,25,34,27
S01013293,582,138,363,0,16,38,27
S01013294,599,202,290,0,25,52,30
S01013295,627,219,313,5,18,55,17
S01013296,597,195,247,1,24,70,60
S01013297,575,181,263,0,25,59,47
S01013298,581,169,272,0,23,57,60
S01013299,822,248,417,5,30,68,54
S01013300,485,141,219,0,21,49,55
S01013301,409,148,180,2,9,35,35
S01013302,515,146,290,2,21,28,28
S01013303,761,190,411,0,15,68,77
S01013304,747,318,260,2,46,87,34
S01013305,790,311,297,2,38,87,55
S01013306,756,398,158,0,31,121,48
S01013307,815,348,299,4,41,80,43
S01013308,709,330,200,0,47,75,57
S01013309,493,171,259,0,15,32,16
S01013310,506,161,251,0,18,44,32
S01013311,619,214,275,0,29,70,31
S01013312,833,313,340,1,41,90,48
S01013313,538,201,211,4,28,59,35
S01013314,537,192,197,0,34,55,59
S01013315,382,61,297,2,7,15,0
S01013316,548,114,348,0,13,35,38
S01013317,459,119,255,3,12,33,37
S01013318,480,133,282,1,14,31,19
S01013319,430,126,239,2,12,35,16
S01013320,733,205,453,2,21,43,9
S01013321,368,138,124,2,16,59,29
S01013322,642,201,301,0,21,48,71
S01013323,770,280,316,0,44,81,49
S01013324,500,197,188,2,28,61,24
S01013325,662,275,236,1,39,84,27
S01013326,429,188,139,1,20,43,38
S01013327,542,208,213,2,24,66,29
S01013328,480,189,186,0,29,51,25
S01013329,435,148,180,2,22,31,52
S01013330,819,326,358,4,40,74,17
S01013331,481,180,229,0,17,40,15
S01013332,536,165,258,0,17,51,45
S01013333,643,191,345,0,29,45,33
S01013334,570,238,238,0,14,55,25
S01013335,571,237,218,0,26,66,24
S01013336,660,300,223,3,35,67,32
S01013337,784,220,463,0,27,40,34
S01013338,388,93,257,0,9,23,6
S01013339,473,121,283,1,15,35,18
S01013340,695,175,445,0,18,32,25
S01013341,726,184,422,2,35,56,27
S01013342,516,208,177,2,19,71,39
S01013343,526,164,263,0,19,44,36
S01013344,654,236,248,2,24,85,59
S01013345,575,207,256,0,24,56,32
S01013346,621,168,387,0,13,42,11
S01013347,575,181,276,4,25,65,24
S01013348,343,87,220,0,14,13,9
S01013349,615,309,201,1,37,59,8
S01013350,551,216,205,0,34,53,43
S01013351,631,203,296,0,27,61,44
S01013352,715,239,343,0,23,68,42
S01013353,510,184,186,4,24,69,43
S01013354,589,111,375,0,17,42,44
S01013355,522,152,274,0,14,44,38
S01013356,583,203,247,0,19,79,35
S01013357,658,178,369,0,28,49,34
S01013358,677,186,325,0,30,67,69
S01013359,503,184,193,0,27,53,46
S01013360,573,184,257,0,20,61,51
S01013361,482,175,188,0,28,60,31
S01013362,389,122,164,2,9,43,49
S01013363,610,269,200,2,29,65,45
S01013364,719,211,386,2,19,59,42
S01013365,668,200,354,0,16,61,37
S01013366,699,218,387,0,22,54,18
S01013367,470,134,265,0,12,34,25
S01013368,639,181,331,0,15,40,72
S01013369,711,237,275,0,33,93,73
S01013370,499,175,181,0,22,62,59
S01013371,558,129,280,0,19,45,85
S01013372,843,351,310,2,34,100,46
S01013373,757,249,331,0,35,81,61
S01013374,747,307,214,2,40,94,90
S01013375,467,166,190,0,15,52,44
S01013376,480,144,234,0,16,42,44
S01013377,654,193,300,0,20,58,83
S01013378,788,275,347,0,32,84,50
S01013379,705,201,402,0,19,44,39
S01013380,126,30,61,0,2,4,29
S01013381,403,122,196,1,14,27,43
S01013382,446,138,233,0,20,23,32
S01013383,581,206,222,0,21,66,66
S01013384,619,189,272,0,29,66,63
S01013385,407,117,214,4,15,29,28
S01013386,689,162,445,2,9,39,32
S01013387,471,162,187,0,21,44,57
S01013388,639,157,270,2,24,75,111
S01013389,623,231,277,0,27,53,35
S01013390,382,114,180,0,15,34,39
S01013391,356,99,181,2,9,35,30
S01013392,549,133,348,0,14,47,7
S01013393,563,196,249,0,18,48,52
S01013394,534,204,234,0,15,42,39
S01013395,518,273,117,0,28,69,31
S01013396,501,136,315,0,16,22,12
S01013397,705,213,343,2,35,58,54
S01013398,446,124,291,0,9,14,8
S01013399,839,208,467,0,26,71,67
S01013400,537,220,212,2,22,44,37
S01013401,616,252,299,0,17,35,13
S01013402,769,286,386,0,28,60,9
S01013403,622,236,317,0,29,36,4
S01013404,422,153,210,0,23,30,6
S01013405,571,161,283,0,19,45,63
S01013406,505,183,207,4,19,62,30
S01013407,436,142,172,0,15,61,46
S01013408,519,200,187,0,19,54,59
S01013409,834,308,398,2,40,61,25
S01013410,486,252,127,0,26,58,23
S01013411,604,203,292,0,18,59,32
S01013412,661,248,288,0,27,63,35
S01013413,636,151,377,2,24,49,33
S01013414,766,270,248,0,35,75,138
S01013415,566,241,150,2,30,82,61
S01013416,491,187,191,0,17,48,48
S01013417,730,324,257,0,22,89,38
S01013418,510,175,243,0,13,43,36
S01013419,387,94,242,0,10,24,17
S01013420,468,147,239,0,14,39,29
S01013421,565,133,358,4,30,32,8
S01013422,591,183,287,2,18,48,53
S01013423,668,185,373,3,20,30,57
S01013424,386,90,250,0,8,22,16
S01013425,358,95,192,0,16,25,30
S01013426,671,227,300,0,29,60,55
S01013427,348,95,192,0,18,28,15
S01013428,739,312,282,0,28,73,44
S01013429,549,188,262,0,18,48,33
S01013430,552,126,336,0,17,41,32
S01013431,563,162,248,4,22,67,60
S01013432,591,157,322,3,18,52,39
S01013433,601,127,380,0,11,45,38
S01013434,421,95,271,0,7,28,20
S01013435,488,116,338,0,7,19,8
S01013436,662,189,346,0,27,43,57
S01013437,561,232,230,2,24,43,30
S01013438,469,168,178,2,23,51,47
S01013439,738,130,532,0,7,31,38
S01013440,827,155,604,0,7,32,29
S01013441,639,140,397,2,15,32,53
S01013442,633,182,367,0,14,46,24
S01013443,509,139,272,0,17,43,38
S01013444,814,288,274,0,41,107,104
S01013445,580,95,327,0,7,19,132
S01013446,578,146,311,0,19,43,59
S01013447,421,88,297,0,12,20,4
S01013448,688,141,396,2,18,42,89
S01013449,524,128,315,2,10,34,35
S01013450,470,136,278,2,11,28,15
S01013451,668,173,437,0,13,31,14
S01013452,606,162,377,0,21,30,16
S01013453,599,226,241,0,30,47,55
S01013454,600,121,381,0,21,38,39
S01013455,467,138,237,2,16,45,29
S01013456,649,222,280,0,30,58,59
S01013457,728,265,315,0,30,60,58
S01013458,588,202,275,2,21,61,27
S01013459,723,258,264,2,32,70,97
S01013460,653,218,298,2,30,57,48
S01013461,829,305,365,4,24,82,49
S01013462,681,192,376,2,32,66,13
S01013463,404,153,185,2,18,32,14
S01013464,620,168,324,0,16,55,57
S01013465,587,156,295,2,16,51,67
S01013466,401,211,153,1,10,14,12
S01013467,721,151,486,0,14,34,36
S01013468,586,181,210,0,22,74,99
S01013469,645,140,388,1,21,51,44
S01013470,577,221,220,0,22,84,30
S01013471,743,281,312,2,23,77,48
S01013472,469,109,301,0,9,29,21
S01013473,469,98,328,0,12,23,8
S01013474,465,110,295,0,11,33,16
S01013475,511,151,306,0,12,20,22
S01013476,538,158,293,0,16,37,34
S01013477,512,180,216,2,22,50,42
S01013478,671,259,281,1,23,79,28
S01013479,683,264,239,0,28,72,80
