,All people aged 16 and over in households,Living in a couple: Married or in a registered same-sex civil partnership,Living in a couple: Cohabiting,Not living in a couple: Single (never married or never registered a same-sex civil partnership),Not living in a couple: Married or in a registered same-sex civil partnership,Not living in a couple: Separated (but still legally married or still legally in a same-sex civil partnership),Not living in a couple: Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Not living in a couple: Widowed or surviving partner from a same-sex civil partnership
S01007155,541,296,50,91,4,9,28,63
S01007156,608,344,62,123,1,11,36,31
S01007157,503,250,42,122,2,13,51,23
S01007158,740,428,86,136,3,14,45,28
S01007159,687,264,106,180,4,27,53,53
S01007160,676,284,96,154,7,25,56,54
S01007161,576,280,62,138,5,14,30,47
S01007162,422,142,80,96,3,20,37,44
S01007163,735,406,70,137,5,18,40,59
S01007164,485,268,40,101,4,10,24,38
S01007165,649,392,64,112,2,12,28,39
S01007166,560,314,38,89,2,15,49,53
S01007167,679,440,38,124,3,13,26,35
S01007168,842,544,28,164,5,9,29,63
S01007169,636,352,40,128,1,9,33,73
S01007170,542,324,51,107,2,17,17,24
S01007171,689,356,96,139,10,13,33,42
S01007172,673,434,68,99,13,8,25,26
S01007173,670,412,70,111,6,13,36,22
S01007174,621,332,80,151,7,10,20,21
S01007175,548,328,62,67,3,9,25,54
S01007176,557,316,64,95,10,13,26,33
S01007177,508,208,74,133,3,9,45,36
S01007178,833,304,112,245,4,31,83,54
S01007179,808,518,52,156,3,5,27,47
S01007180,632,394,44,95,4,12,15,68
S01007181,630,370,53,119,1,16,28,43
S01007182,884,392,102,212,5,25,71,77
S01007183,938,396,148,183,8,29,74,100
S01007184,916,258,164,261,7,39,89,98
S01007185,652,198,98,192,4,26,75,59
S01007186,494,108,106,149,7,19,66,39
S01007187,707,204,84,200,13,45,95,66
S01007188,515,178,84,142,6,15,55,35
S01007189,669,248,70,157,7,17,74,96
S01007190,711,418,52,126,6,6,28,75
S01007191,511,222,84,119,5,16,25,40
S01007192,501,192,72,141,0,15,38,43
S01007193,608,274,66,168,2,8,47,43
S01007194,463,156,66,151,2,15,42,31
S01007195,436,194,64,114,1,13,26,24
S01007196,540,206,112,132,2,16,51,21
S01007197,457,116,86,161,2,15,57,20
S01007198,402,156,64,111,5,15,29,22
S01007199,601,208,88,188,6,26,59,26
S01007200,715,316,92,181,3,12,61,50
S01007201,625,308,92,123,6,14,38,44
S01007202,619,288,84,144,3,9,49,42
S01007203,518,300,48,110,2,8,25,25
S01007204,801,444,98,142,7,24,49,37
S01007205,576,340,60,127,2,7,16,24
S01007206,331,122,50,65,3,13,30,48
S01007207,751,392,88,145,5,17,42,62
S01007208,808,232,108,256,15,31,98,68
S01007209,605,188,98,170,15,21,54,59
S01007210,628,180,130,181,8,18,56,55
S01007211,805,286,92,219,6,29,88,85
S01007212,456,224,62,104,2,10,31,23
S01007213,750,342,104,154,12,20,47,71
S01007214,643,196,74,186,9,27,65,86
S01007215,650,268,76,175,5,18,44,64
S01007216,588,302,70,127,5,9,18,57
S01007217,787,306,106,203,10,17,77,68
S01007218,722,486,54,109,5,7,17,44
S01007219,675,312,84,141,4,27,52,55
S01007220,556,258,54,135,3,14,53,39
S01007221,521,334,64,61,3,8,14,37
S01007222,640,366,78,125,2,16,25,28
S01007223,401,262,34,64,1,7,12,21
S01007224,491,284,46,77,2,4,25,53
S01007225,714,424,78,136,3,10,23,40
S01007226,669,370,80,134,10,10,26,39
S01007227,780,420,84,143,2,19,59,53
S01007228,517,290,74,99,1,12,24,17
S01007229,915,560,102,154,5,22,34,38
S01007230,580,212,86,170,4,23,38,47
S01007231,576,182,84,143,13,26,55,73
S01007232,601,198,98,171,2,19,59,54
S01007233,647,310,94,149,6,14,39,35
S01007234,488,226,54,110,7,16,22,53
S01007235,659,246,112,162,5,25,43,66
S01007236,520,208,92,111,3,16,36,54
S01007237,608,314,72,133,2,12,21,54
S01007238,778,414,90,142,7,13,40,72
S01007239,697,406,58,107,7,16,37,66
S01007240,463,256,82,78,2,7,18,20
S01007241,507,310,48,100,3,6,13,27
S01007242,833,476,80,140,6,9,46,76
S01007243,502,294,48,96,1,9,19,35
S01007244,618,400,50,106,5,6,20,31
S01007245,583,306,68,110,4,14,33,48
S01007246,473,300,62,65,1,11,20,14
S01007247,530,326,50,82,7,14,21,30
S01007248,643,428,38,110,3,6,14,44
S01007249,315,190,24,56,2,9,13,21
S01007250,716,278,106,200,6,16,47,63
S01007251,422,194,60,76,0,7,33,52
S01007252,629,310,84,148,4,14,33,36
S01007253,687,436,52,119,3,10,16,51
S01007254,656,254,88,162,5,23,45,79
S01007255,613,230,102,168,4,20,51,38
S01007256,647,232,104,164,11,18,56,62
S01007257,486,166,74,144,7,23,45,27
S01007258,717,332,62,175,10,19,48,71
S01007259,706,240,114,193,10,13,62,74
S01007260,711,268,106,215,2,21,56,43
S01007261,683,408,50,117,4,10,42,52
S01007262,585,280,72,142,3,11,32,45
S01007263,653,330,82,111,5,8,54,63
S01007264,633,360,50,115,2,21,28,57
S01007265,852,386,96,209,6,26,67,62
S01007266,569,278,64,136,3,17,31,40
S01007267,439,276,46,72,3,8,18,16
S01007268,494,286,52,102,2,13,13,26
S01007269,440,270,30,77,3,9,18,33
S01007270,384,198,54,70,1,4,31,26
S01007271,806,430,88,166,3,15,32,72
S01007272,672,246,88,195,6,23,48,66
S01007273,546,274,76,112,3,16,35,30
S01007274,716,248,78,198,9,31,56,96
S01007275,460,278,42,81,3,5,18,33
S01007276,678,354,74,144,5,21,31,49
S01007277,637,392,42,109,5,4,29,56
S01007278,449,288,32,76,1,9,14,29
S01007279,459,262,38,84,11,16,21,27
S01007280,443,238,58,91,4,15,14,23
S01007281,712,404,80,141,6,13,32,36
S01007282,436,228,60,96,3,10,21,18
S01007283,835,504,78,102,13,12,43,83
S01007284,695,328,82,135,11,16,48,75
S01007285,691,398,72,121,9,4,34,53
S01007286,774,342,110,171,8,28,50,65
S01007287,469,230,62,95,1,12,33,36
S01007288,467,278,50,85,3,9,18,24
S01007289,668,398,60,132,3,9,23,43
S01007290,515,202,116,128,5,22,29,13
S01007291,544,218,60,143,3,20,43,57
S01007292,632,358,62,128,2,14,18,50
S01007293,577,194,88,189,7,27,45,27
S01007294,725,344,66,188,1,20,50,56
S01007295,432,76,60,164,3,19,55,55
S01007296,502,96,80,203,8,16,57,42
S01007297,753,312,82,231,12,24,45,47
S01007298,437,184,56,96,4,14,27,56
S01007299,666,242,108,191,10,25,52,38
S01007300,379,144,44,108,0,10,37,36
S01007301,610,374,62,85,3,13,17,56
S01007302,512,250,54,114,3,7,35,49
S01007303,722,414,72,139,8,7,30,52
S01007304,576,340,52,94,4,6,21,59
S01007305,608,374,58,105,4,7,26,34
S01007306,612,332,64,107,2,14,41,52
S01007307,660,378,64,123,10,15,26,44
S01007308,629,336,62,114,8,15,37,57
S01007309,517,290,48,97,8,12,27,35
S01007310,686,392,72,111,7,17,42,45
S01007311,618,290,74,140,2,19,36,57
S01007312,626,374,58,89,4,21,28,52
S01007313,821,484,86,132,6,12,39,62
S01007314,528,274,76,95,12,13,29,29
S01007315,778,370,120,161,8,19,41,59
S01007316,733,276,94,194,4,26,66,73
S01007317,494,236,70,113,5,24,22,24
S01007318,475,238,62,84,3,13,35,40
S01007319,615,288,62,148,7,17,31,62
S01007320,636,352,52,115,14,16,32,55
S01007321,519,318,42,103,5,5,16,30
S01007322,634,260,86,155,7,23,41,62
S01007323,393,184,40,77,8,9,30,45
S01007324,285,146,30,48,2,5,22,32
S01007325,680,340,74,127,11,24,47,57
S01007326,657,374,78,121,5,9,24,46
S01007327,638,268,88,172,3,16,36,55
S01007328,713,302,84,190,5,23,39,70
S01007329,568,302,48,124,11,14,20,49
S01007330,678,398,62,95,5,21,31,66
S01007331,815,436,104,166,4,15,42,48
S01007332,435,248,26,102,2,9,13,35
S01007333,663,352,66,120,3,13,50,59
S01007334,591,188,66,185,3,17,59,73
S01007335,667,282,62,194,4,13,45,67
S01007336,423,114,48,172,6,20,43,20
S01007337,558,200,54,158,5,11,48,82
S01007338,606,316,56,141,0,12,28,53
S01007339,517,278,44,91,3,9,24,68
S01007340,404,170,34,86,7,23,30,54
S01007341,644,350,34,116,9,18,42,75
S01007342,695,426,56,107,5,9,24,68
S01007343,567,342,36,99,12,4,23,51
S01007344,392,176,26,71,3,17,42,57
S01007345,454,110,83,137,4,15,49,56
S01007346,477,118,52,150,5,19,72,61
S01007347,543,198,42,155,3,14,65,66
S01007348,481,194,38,130,3,22,29,65
S01007349,340,170,32,84,0,13,21,20
S01007350,498,180,38,129,12,21,48,70
S01007351,584,314,52,95,11,14,40,58
S01007352,434,260,60,58,6,9,17,24
S01007353,538,318,54,89,5,12,24,36
S01007354,707,394,84,96,1,12,44,76
S01007355,823,486,62,120,12,20,57,66
S01007356,625,356,50,111,12,21,36,39
S01007357,674,364,60,108,13,20,29,80
S01007358,697,372,90,127,7,20,27,54
S01007359,668,312,78,150,7,19,44,58
S01007360,447,272,38,63,6,10,17,41
S01007361,855,426,74,156,8,26,67,98
S01007362,601,316,54,126,7,11,41,46
S01007363,603,324,36,102,8,9,49,75
S01007364,687,222,74,213,1,36,83,58
S01007365,381,176,44,84,3,12,28,34
S01007366,398,140,12,116,3,12,48,67
S01007367,468,190,44,115,4,16,53,46
S01007368,404,140,36,147,5,10,34,32
S01007369,628,284,58,159,6,24,63,34
S01007370,638,188,104,204,11,28,63,40
S01007371,563,256,60,128,8,21,40,50
S01007372,672,384,46,125,4,16,34,63
S01007373,535,320,40,94,3,9,25,44
S01007374,435,249,48,94,1,7,16,20
S01007375,406,226,36,74,5,12,24,29
S01007376,683,294,88,177,4,20,53,47
S01007377,553,350,54,76,10,13,21,29
S01007378,458,276,44,73,7,9,25,24
S01007379,405,192,38,81,2,9,22,61
S01007380,448,218,62,88,3,16,34,27
S01007381,385,264,14,59,11,7,13,17
S01007382,528,294,46,103,2,21,21,41
S01007383,637,364,74,115,5,12,23,44
S01007384,611,354,46,129,1,14,26,41
S01007385,729,388,68,141,5,14,39,74
S01007386,684,460,34,106,7,13,19,45
S01007387,639,462,26,99,4,7,11,30
S01007388,572,382,20,120,2,9,11,28
S01007389,388,228,32,80,1,17,29,1
S01007390,363,194,38,80,2,5,32,12
S01007391,487,330,20,87,3,5,16,26
S01007392,397,260,18,63,1,3,21,31
S01007393,541,324,22,86,5,13,15,76
S01007394,559,270,16,129,3,18,32,91
S01007395,712,176,108,222,11,36,83,76
S01007396,691,204,94,200,7,36,62,88
S01007397,791,434,54,169,7,14,40,73
S01007398,515,180,62,171,4,23,35,40
S01007399,503,136,78,190,1,27,48,23
S01007400,605,288,40,139,8,11,42,77
S01007401,570,312,44,122,3,15,27,47
S01007402,521,306,28,102,5,10,16,54
S01007403,551,400,34,78,5,12,6,16
S01007404,369,194,48,67,6,6,13,35
S01007405,550,332,52,96,6,13,24,27
S01007406,503,336,28,87,3,4,16,29
S01007407,598,358,50,103,4,8,26,49
S01007408,484,230,56,116,6,14,22,40
S01007409,567,304,32,132,3,18,45,33
S01007410,541,218,62,153,4,16,44,44
S01007411,699,232,126,164,4,24,81,68
S01007412,396,190,36,89,1,10,26,44
S01007413,721,410,82,149,1,15,36,28
S01007414,525,342,52,88,4,12,15,12
S01007415,677,314,78,140,1,24,63,57
S01007416,423,158,80,125,1,16,27,16
S01007417,793,502,86,129,5,19,29,23
S01007418,534,220,58,143,3,20,46,44
S01007419,650,236,112,197,5,25,45,30
S01007420,626,388,82,104,1,14,18,19
S01007421,524,284,74,94,2,17,23,30
S01007422,452,214,66,88,3,13,34,34
S01007423,600,316,94,116,3,14,25,32
S01007424,673,432,52,104,7,11,25,42
S01007425,724,434,54,140,3,19,41,33
S01007426,540,206,58,141,1,25,49,60
S01007427,550,258,76,119,0,19,31,47
S01007428,749,304,88,183,6,27,56,85
S01007429,601,266,64,165,4,17,49,36
S01007430,395,206,30,93,3,9,25,29
S01007431,478,292,16,119,3,6,18,24
S01007432,672,366,68,128,3,21,30,56
S01007433,659,386,44,120,4,15,41,49
S01007434,402,132,60,133,1,17,40,19
S01007435,561,240,70,143,7,20,36,45
S01007436,542,156,82,155,1,25,64,59
S01007437,370,130,46,109,0,16,43,26
S01007438,570,266,64,126,5,19,41,49
S01007439,600,312,50,130,4,23,29,52
S01007440,536,260,56,108,4,12,43,53
S01007441,462,320,36,71,1,7,14,13
S01007442,416,280,30,65,4,4,11,22
S01007443,713,426,54,118,4,14,30,67
S01007444,764,460,38,115,12,17,46,76
S01007445,505,342,20,65,2,9,27,40
S01007446,422,276,24,69,3,5,17,28
S01007447,411,288,12,59,9,7,11,25
S01007448,736,450,71,123,1,14,31,46
S01007449,821,388,100,212,4,17,48,52
S01007450,598,216,98,164,7,23,34,56
S01007451,524,282,56,104,1,15,23,43
S01007452,414,196,44,118,1,14,15,26
S01007453,458,274,84,77,4,6,7,6
S01007454,418,214,48,98,1,8,23,26
S01007455,677,266,112,168,0,29,59,43
S01007456,664,222,104,196,4,24,64,50
S01007457,823,414,92,189,2,33,58,35
S01007458,443,266,42,77,3,7,14,34
S01007459,551,304,54,89,3,13,21,67
S01007460,611,296,66,139,6,24,36,44
S01007461,568,162,82,186,5,22,66,45
S01007462,648,258,104,175,3,31,45,32
S01007463,721,237,86,259,1,22,72,44
S01007464,548,236,46,152,1,17,52,44
S01007465,594,178,94,210,1,32,45,34
S01007466,851,200,130,305,6,39,114,57
S01007467,824,324,88,213,6,40,65,88
S01007468,607,356,54,128,2,21,20,26
S01007469,465,226,66,96,2,14,33,28
S01007470,572,204,58,177,8,22,49,54
S01007471,382,196,46,87,1,6,21,25
S01007472,458,174,70,111,2,12,38,51
S01007473,370,156,32,107,3,12,38,22
S01007474,445,284,30,85,1,5,14,26
S01007475,491,268,58,107,0,14,19,25
S01007476,565,338,44,88,3,12,21,59
S01007477,437,216,66,77,5,13,28,32
S01007478,742,326,132,127,2,23,52,80
S01007479,458,206,76,105,3,17,25,26
S01007480,609,306,102,124,5,17,34,21
S01007481,740,466,44,113,6,12,16,83
S01007482,408,170,46,79,3,9,27,74
S01007483,629,288,84,140,5,15,40,57
S01007484,460,178,46,122,7,19,45,43
S01007485,359,92,96,106,5,10,34,16
S01007486,382,96,58,132,5,12,47,32
S01007487,753,222,106,236,5,28,82,74
S01007488,838,354,102,213,7,20,76,66
S01007489,725,362,60,158,5,12,49,79
S01007490,727,360,74,168,4,10,38,73
S01007491,829,344,170,195,3,24,54,39
S01007492,591,300,54,124,1,9,50,53
S01007493,677,332,86,152,5,15,39,48
S01007494,447,258,46,75,9,6,22,31
S01007495,677,422,64,107,9,11,27,37
S01007496,882,504,81,159,4,15,46,73
S01007497,481,274,42,84,1,9,33,38
S01007498,733,382,72,112,4,22,48,93
S01007499,687,372,90,140,5,15,25,40
S01007500,514,276,68,81,5,10,27,47
S01007501,596,374,36,91,6,13,19,57
S01007502,444,238,54,76,2,10,27,37
S01007503,868,490,76,153,8,15,52,74
S01007504,588,296,76,121,3,13,32,47
S01007505,346,190,38,66,1,10,21,20
S01007506,426,262,44,58,3,7,20,32
S01007507,793,390,92,161,7,15,51,77
S01007508,604,332,70,106,3,5,43,45
S01007509,527,308,44,102,5,9,18,41
S01007510,845,486,58,140,5,13,38,105
S01007511,675,284,86,165,9,14,45,72
S01007512,449,240,38,88,2,10,30,41
S01007513,818,344,140,181,4,21,70,58
S01007514,444,184,40,123,15,12,42,28
S01007515,477,308,36,73,1,5,18,36
S01007516,475,190,106,85,5,7,35,47
S01007517,387,214,28,74,1,8,21,41
S01007518,697,330,62,172,7,11,45,70
S01007519,404,250,32,73,4,6,19,20
S01007520,808,436,82,131,14,15,49,81
S01007521,373,206,44,69,3,11,15,25
S01007522,822,404,68,167,12,19,55,97
S01007523,455,232,62,90,1,5,25,40
S01007524,764,446,84,132,7,17,33,45
S01007525,433,254,36,78,5,5,18,37
S01007526,633,246,72,151,7,11,65,81
S01007527,679,380,74,98,7,9,50,61
S01007528,617,264,54,159,8,10,56,66
S01007529,579,366,54,82,3,7,20,47
S01007530,446,266,38,92,3,5,17,25
S01007531,579,318,64,121,0,11,20,45
S01007532,480,262,58,93,11,7,25,24
S01007533,453,260,52,72,6,9,21,33
S01007534,790,382,82,166,1,19,59,81
S01007535,854,406,84,195,9,31,57,72
S01007536,781,334,110,178,12,18,57,72
S01007537,865,396,114,173,9,22,68,83
S01007538,715,418,88,124,4,10,30,41
S01007539,584,360,40,83,5,4,22,70
S01007540,721,344,68,130,8,13,63,95
S01007541,618,354,62,96,2,11,27,66
S01007542,712,294,60,202,4,29,51,72
S01007543,869,396,130,189,4,18,75,57
S01007544,924,556,74,130,13,14,45,92
S01007545,677,392,72,106,2,9,37,59
S01007546,458,310,36,68,6,3,12,23
S01007547,457,250,64,85,1,9,23,25
S01007548,578,314,60,113,1,9,38,43
S01007549,519,296,38,85,6,4,36,54
S01007550,782,434,62,127,8,22,49,80
S01007551,755,446,62,150,5,13,27,52
S01007552,737,348,86,193,4,18,32,56
S01007553,709,362,64,159,1,15,46,62
S01007554,371,156,26,117,3,9,22,38
S01007555,441,250,36,91,4,4,12,44
S01007556,393,180,24,109,1,12,24,43
S01007557,899,444,84,219,1,29,46,76
S01007558,364,216,48,63,4,7,12,14
S01007559,589,314,84,109,4,15,25,38
S01007560,779,406,79,142,5,16,39,92
S01007561,610,300,52,126,2,10,43,77
S01007562,685,374,76,136,4,19,39,37
S01007563,728,410,60,132,4,22,34,66
S01007564,652,378,48,141,2,7,30,46
S01007565,791,450,80,146,6,12,31,66
S01007566,586,366,56,108,3,11,15,27
S01007567,483,314,38,86,3,10,17,15
S01007568,550,322,42,105,4,15,21,41
S01007569,661,378,82,112,3,9,29,48
S01007570,567,324,56,112,4,8,26,37
S01007571,465,272,56,79,5,1,17,35
S01007572,703,390,64,142,3,13,37,54
S01007573,646,382,106,108,1,15,23,11
S01007574,820,342,136,185,3,17,60,77
S01007575,698,252,80,186,5,19,69,87
S01007576,542,138,86,193,1,14,64,46
S01007577,527,160,88,167,2,13,57,40
S01007578,540,172,96,147,2,13,51,59
S01007579,495,148,76,156,3,22,59,31
S01007580,609,212,82,199,5,17,55,39
S01007581,392,156,54,118,2,2,33,27
S01007582,533,204,90,137,2,13,46,41
S01007583,825,242,118,277,4,32,89,63
S01007584,493,186,76,132,5,11,38,45
S01007585,811,446,60,140,1,13,40,111
S01007586,670,274,98,175,1,18,56,48
S01007587,536,276,56,111,4,13,31,45
S01007588,711,412,44,139,2,11,27,76
S01007589,674,252,82,204,6,21,46,63
S01007590,539,324,36,85,2,13,11,68
S01007591,489,206,66,130,4,10,36,37
S01007592,580,174,60,206,8,24,62,46
S01007593,874,490,104,158,6,16,38,62
S01007594,668,404,58,123,2,11,19,51
S01007595,828,494,70,148,6,10,45,55
S01007596,482,242,52,91,6,9,33,49
S01007597,529,316,56,104,5,7,17,24
S01007598,541,322,46,106,4,11,23,29
S01007599,665,352,64,163,6,15,35,30
S01007600,867,428,90,163,6,13,67,100
S01007601,526,234,68,148,4,21,37,14
S01007602,528,298,62,105,2,10,19,32
S01007603,646,402,68,133,3,5,14,21
S01007604,760,474,58,131,5,9,24,59
S01007605,713,412,88,121,5,13,25,49
S01007606,522,238,56,132,5,9,35,47
S01007607,590,378,40,101,1,7,27,36
S01007608,627,358,54,121,3,18,22,51
S01007609,738,270,110,212,6,17,73,50
S01007610,391,132,54,111,4,13,44,33
S01007611,795,210,124,252,14,28,74,93
S01007612,931,214,114,390,14,34,102,63
S01007613,629,296,86,156,3,15,25,48
S01007614,694,434,60,105,5,10,33,47
S01007615,873,416,94,202,5,22,60,74
S01007616,610,200,106,175,3,13,56,57
S01007617,441,208,64,98,2,5,24,40
S01007618,517,234,54,97,6,14,34,78
S01007619,517,246,64,115,3,4,33,52
S01007620,507,296,56,90,1,6,18,40
S01007621,558,324,56,96,1,8,23,50
S01007622,471,220,64,99,0,10,27,51
S01007623,510,316,46,91,0,5,16,36
S01007624,539,296,74,108,1,9,20,31
S01007625,431,232,54,77,2,7,26,33
S01007626,501,278,78,92,2,5,29,17
S01007627,445,216,78,79,3,5,19,45
S01007628,601,376,54,96,4,7,19,45
S01007629,575,350,52,95,6,11,24,37
S01007630,692,402,72,129,3,8,28,50
S01007631,517,334,40,71,0,8,27,37
S01007632,798,408,88,177,3,12,45,65
S01007633,822,446,96,152,3,14,35,76
S01007634,485,284,42,102,4,6,20,27
S01007635,603,370,18,105,7,5,24,74
S01007636,704,296,92,158,5,9,55,89
S01007637,703,306,106,154,5,11,56,65
S01007638,653,288,82,154,1,20,45,63
S01007639,846,382,136,210,4,17,54,43
S01007640,600,342,87,121,4,7,17,22
S01007641,677,352,94,131,7,15,33,45
S01007642,679,340,58,123,8,15,47,88
S01007643,757,386,50,175,3,16,41,86
S01007644,698,388,52,145,2,9,45,57
S01007645,449,278,44,76,2,9,19,21
S01007646,483,270,48,92,1,6,35,31
S01007647,620,300,64,138,1,10,50,57
S01007648,743,374,82,140,7,19,51,70
S01007649,608,318,68,130,2,8,30,52
S01007650,823,464,66,164,4,19,37,69
S01007651,475,274,56,88,4,10,12,31
S01007652,480,270,46,97,1,3,25,38
S01007653,758,404,83,154,5,11,37,64
S01007654,853,444,74,199,2,26,57,51
S01007655,663,390,76,106,3,14,32,42
S01007656,713,422,76,136,3,8,23,45
S01007657,354,198,40,62,3,9,22,20
S01007658,427,224,44,74,3,10,29,43
S01007659,667,348,82,122,8,14,36,57
S01007660,680,258,128,146,7,29,64,48
S01007661,558,236,72,130,5,20,39,56
S01007662,775,320,90,171,5,18,70,101
S01007663,723,384,64,137,10,14,49,65
S01007664,485,190,56,117,3,15,42,62
S01007665,502,230,90,102,0,10,32,38
S01007666,407,250,34,65,3,5,14,36
S01007667,586,376,60,96,2,2,20,30
S01007668,834,360,124,200,1,18,57,74
S01007669,480,172,62,146,4,19,50,27
S01007670,539,210,80,148,3,13,43,42
S01007671,598,364,66,108,3,3,20,34
S01007672,770,516,60,91,2,7,21,73
S01007673,583,324,82,93,9,5,27,43
S01007674,665,328,50,155,7,26,46,53
S01007675,525,344,48,87,2,6,18,20
S01007676,568,344,44,104,7,8,21,40
S01007677,407,232,52,75,3,6,16,23
S01007678,668,288,92,149,7,15,39,78
S01007679,683,306,108,147,1,25,39,57
S01007680,779,470,58,142,10,16,20,63
S01007681,350,174,44,59,3,4,21,45
S01007682,766,410,70,179,18,18,31,40
S01007683,584,294,38,178,15,7,24,28
S01007684,674,426,22,141,4,10,16,55
S01007685,536,318,38,113,6,8,19,34
S01007686,583,264,54,183,10,9,22,41
S01007687,760,226,92,351,8,5,39,39
S01007688,930,154,160,521,18,14,46,17
S01007689,526,100,88,277,6,3,27,25
S01007690,782,114,78,524,3,9,38,16
S01007691,963,76,98,698,7,16,46,22
S01007692,865,96,100,596,5,13,27,28
S01007693,520,54,54,357,7,15,25,8
S01007694,911,100,126,563,7,26,51,38
S01007695,894,204,88,401,7,23,78,93
S01007696,719,76,68,465,20,20,39,31
S01007697,886,184,136,366,18,28,70,84
S01007698,947,126,142,566,18,25,51,19
S01007699,691,114,110,370,17,19,36,25
S01007700,839,376,110,242,14,12,41,44
S01007701,492,40,68,295,4,16,51,18
S01007702,497,82,88,301,4,3,15,4
S01007703,675,226,80,251,6,17,49,46
S01007704,799,104,92,435,11,23,92,42
S01007705,527,14,74,413,10,7,7,2
S01007706,751,30,98,588,8,6,19,2
S01007707,766,136,156,392,28,24,27,3
S01007708,550,114,74,262,5,18,51,26
S01007709,487,80,100,197,5,13,51,41
S01007710,727,108,94,430,17,14,57,7
S01007711,891,154,103,494,19,20,73,28
S01007712,588,76,110,324,14,16,38,10
S01007713,405,114,48,164,3,11,38,27
S01007714,541,196,72,160,5,28,51,29
S01007715,434,100,46,190,10,12,43,33
S01007716,869,162,108,392,11,28,87,81
S01007717,834,164,146,307,14,51,111,41
S01007718,633,120,102,231,12,18,88,62
S01007719,880,168,138,310,5,45,120,94
S01007720,647,236,76,164,4,22,64,81
S01007721,646,160,92,231,3,20,79,61
S01007722,733,166,76,291,4,32,101,63
S01007723,851,200,108,272,1,39,115,116
S01007724,526,86,86,245,17,20,53,19
S01007725,690,112,104,306,5,32,80,51
S01007726,677,156,96,288,7,29,68,33
S01007727,860,146,118,415,11,35,92,43
S01007728,605,118,116,269,8,25,57,12
S01007729,664,129,130,270,16,21,78,20
S01007730,674,106,166,308,10,26,42,16
S01007731,615,148,110,259,3,24,46,25
S01007732,594,116,102,269,10,16,59,22
S01007733,685,354,90,164,10,6,29,32
S01007734,725,402,58,153,7,14,29,62
S01007735,716,392,74,143,8,15,37,47
S01007736,618,304,82,145,8,13,30,36
S01007737,887,350,90,234,6,22,87,98
S01007738,624,312,70,119,5,14,32,72
S01007739,541,204,66,116,2,12,41,100
S01007740,463,212,46,111,4,11,36,43
S01007741,658,242,58,157,4,18,76,103
S01007742,552,204,54,141,4,20,50,79
S01007743,724,234,90,245,2,21,72,60
S01007744,617,178,46,210,8,28,68,79
S01007745,556,136,74,188,3,26,66,63
S01007746,720,264,116,211,9,20,62,38
S01007747,417,152,48,131,5,19,33,29
