,All households,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Rented: Council (Local authority),Rented: Other social rented,Rented: Private landlord or letting agency,Rented: Other,Living rent free
S01002270,883,99,245,7,40,116,340,23,13
S01002271,407,181,161,-,19,3,32,3,8
S01002272,371,67,178,2,2,30,79,6,7
S01002273,415,91,134,1,38,36,109,3,3
S01002274,746,104,260,3,8,173,172,17,9
S01002275,643,73,168,3,177,139,73,8,2
S01002276,340,206,122,1,1,1,8,-,1
S01002277,421,74,110,-,144,4,82,3,4
S01002278,510,52,118,-,220,24,81,12,3
S01002279,635,33,78,23,261,153,81,4,2
S01002280,333,123,153,2,13,1,31,6,4
S01002281,290,17,21,-,129,114,7,1,1
S01002282,137,6,11,-,73,39,7,1,-
S01002283,297,119,115,-,4,27,24,5,3
S01002284,915,152,393,7,10,5,320,22,6
S01002285,572,55,102,1,179,59,158,16,2
S01002286,368,90,164,-,4,19,80,11,-
S01002287,334,158,123,-,-,10,37,1,5
S01002288,712,52,220,23,11,123,265,13,5
S01002289,681,83,192,9,14,209,154,12,8
S01002290,568,46,141,3,186,9,164,17,2
S01002291,475,14,17,-,412,12,14,5,1
S01002292,616,76,164,2,16,207,141,7,3
S01002293,347,84,157,-,5,10,84,4,3
S01002294,269,114,112,1,1,2,30,5,4
S01002295,333,136,150,-,-,2,38,4,3
S01002297,398,142,155,1,54,9,24,5,8
S01002298,271,78,145,1,4,8,32,2,1
S01002299,323,171,124,-,1,2,17,3,5
S01002300,359,199,110,1,-,22,23,4,-
S01002301,924,100,396,16,23,149,229,9,2
S01002302,372,15,50,-,83,183,36,5,-
S01002303,400,68,109,1,78,62,72,6,4
S01002304,969,94,342,8,27,70,385,38,5
S01002305,467,56,105,10,22,143,116,11,4
S01002306,218,57,98,2,6,3,51,-,1
S01002307,664,68,179,18,10,103,267,16,3
S01002308,510,187,207,-,17,6,79,10,4
S01002309,394,64,82,1,152,31,61,1,2
S01002310,637,59,119,9,213,123,106,6,2
S01002311,350,156,140,1,2,12,29,3,7
S01002312,379,29,61,1,196,58,32,1,1
S01002313,286,116,140,2,2,4,19,2,1
S01002314,439,177,153,-,10,17,74,3,5
S01002315,236,103,92,-,16,2,21,-,2
S01002316,273,142,116,-,-,1,11,1,2
S01002317,"2,008",224,652,29,33,345,663,46,16
S01002318,495,68,145,2,84,46,141,5,4
S01002319,593,116,99,2,288,18,64,3,3
S01002320,296,122,122,1,6,2,40,2,1
S01002321,557,20,35,1,453,8,35,4,1
S01002322,378,101,119,4,7,66,76,5,-
S01002323,395,127,156,1,39,12,54,3,3
S01002324,375,39,42,1,243,20,27,3,-
S01002325,884,83,297,1,50,174,256,18,5
S01002326,596,97,188,20,34,96,146,11,4
S01002327,348,81,92,-,33,2,78,44,18
S01002328,327,108,172,1,1,8,35,2,-
S01002329,270,90,142,-,9,6,20,2,1
S01002330,318,113,127,1,26,18,25,3,5
S01002331,290,99,120,-,28,14,20,2,7
S01002332,319,83,208,-,2,3,22,-,1
S01002333,296,110,164,-,1,2,18,-,1
S01002334,394,140,186,-,24,-,38,3,3
S01002335,445,188,143,-,37,14,56,3,4
S01002336,404,115,206,-,5,30,44,4,-
S01002337,363,113,206,1,3,12,22,6,-
S01002338,252,48,73,1,58,41,23,7,1
S01002339,284,109,75,-,-,69,13,12,6
S01002340,303,161,63,-,-,48,19,6,6
S01002341,250,147,52,2,-,28,8,4,9
S01002342,278,93,72,-,-,83,18,6,6
S01002343,326,153,78,-,-,60,22,7,6
S01002344,221,105,60,-,-,40,12,1,3
S01002345,366,126,103,-,-,75,40,10,12
S01002346,447,229,99,-,-,80,26,5,8
S01002347,344,186,88,-,-,37,22,5,6
S01002348,435,287,65,2,-,49,10,7,15
S01002349,476,245,83,1,-,102,21,8,16
S01002350,433,253,106,-,-,42,12,3,17
S01002351,373,232,75,1,-,36,17,1,11
S01002352,411,222,114,2,-,36,16,5,16
S01002353,348,190,118,-,-,25,10,5,-
S01002354,363,160,132,-,-,33,25,6,7
S01002355,401,132,121,2,-,108,25,5,8
S01002356,503,139,107,2,-,154,73,13,15
S01002357,293,99,67,-,-,104,13,5,5
S01002358,232,132,59,1,-,28,2,2,8
S01002359,412,167,92,-,-,117,26,2,8
S01002360,338,103,79,5,-,105,28,11,7
S01002361,287,110,74,-,-,66,14,3,20
S01002362,336,152,127,-,-,30,11,4,12
S01002363,440,172,147,-,-,80,22,8,11
S01002364,313,85,53,-,-,155,11,6,3
S01002365,274,136,92,-,-,26,10,4,6
S01002366,367,142,124,-,-,81,13,5,2
S01002367,437,157,151,-,-,87,31,7,4
S01002368,381,184,135,-,-,41,10,7,4
S01002369,286,149,71,1,-,41,11,2,11
S01002370,321,177,74,-,-,52,8,3,7
S01002371,283,162,80,1,-,18,13,-,9
S01002372,356,189,80,-,-,45,23,8,11
S01002373,299,179,73,-,-,19,15,1,12
S01002374,359,230,88,-,-,12,17,4,8
S01002375,354,74,108,-,150,1,16,2,3
S01002376,383,86,131,-,151,-,12,-,3
S01002377,376,76,103,1,157,19,11,1,8
S01002378,215,84,90,-,20,-,13,2,6
S01002379,488,116,202,1,146,2,13,4,4
S01002380,312,74,124,-,97,2,11,1,3
S01002381,343,66,142,-,116,2,12,4,1
S01002382,269,53,64,-,140,1,8,2,1
S01002383,190,50,123,-,11,-,5,1,-
S01002384,225,41,84,2,56,20,20,1,1
S01002385,336,71,88,-,168,1,5,1,2
S01002386,419,122,223,1,50,2,12,1,8
S01002387,291,72,165,-,40,-,6,3,5
S01002388,267,71,184,2,2,-,6,1,1
S01002389,279,140,124,-,4,-,6,1,4
S01002390,439,162,217,-,46,1,9,2,2
S01002391,555,225,295,-,7,-,23,3,2
S01002392,685,166,448,1,35,2,27,3,3
S01002393,401,117,230,-,25,-,23,1,5
S01002394,348,102,133,1,83,17,5,1,6
S01002395,306,111,144,-,37,2,8,1,3
S01002396,298,107,107,1,61,2,15,3,2
S01002397,508,133,295,11,23,1,36,2,7
S01002398,375,178,166,1,3,-,21,3,3
S01002399,437,111,151,1,146,2,17,5,4
S01002400,362,124,200,-,9,1,24,3,1
S01002401,399,92,284,1,7,4,10,-,1
S01002402,367,72,126,-,131,14,16,3,5
S01002403,320,43,107,-,155,1,12,1,1
S01002404,397,130,198,-,57,-,8,1,3
S01002405,307,97,183,-,2,-,19,2,4
S01002406,355,69,129,4,110,29,10,2,2
S01002407,273,56,125,2,35,37,13,1,4
S01002408,363,105,108,1,130,3,10,3,3
S01002409,304,145,113,1,12,1,28,1,3
S01002410,217,106,86,-,3,7,10,3,2
S01002411,934,151,608,1,110,3,48,5,8
S01002412,381,107,234,-,9,-,24,2,5
S01002413,259,70,107,1,49,1,24,5,2
S01002414,279,31,72,-,164,1,8,3,-
S01002415,290,54,71,-,150,-,11,1,3
S01002416,234,86,105,-,18,1,18,2,4
S01002417,294,131,96,-,21,24,15,4,3
S01002418,397,100,147,2,121,2,18,2,5
S01002419,219,106,102,-,3,-,4,1,3
S01002420,251,47,77,-,118,1,2,3,3
S01002421,337,173,136,-,3,2,14,2,7
S01002422,247,119,95,-,12,-,15,2,4
S01002423,474,119,115,-,163,1,69,2,5
S01002424,366,140,151,1,47,1,22,-,4
S01002425,403,84,157,1,103,16,31,6,5
S01002426,462,66,79,-,160,1,139,14,3
S01002427,395,149,131,1,83,2,14,1,14
S01002428,233,67,74,-,78,1,7,4,2
S01002429,574,91,8,-,463,1,5,1,5
S01002430,303,115,121,1,5,5,48,4,4
S01002431,371,61,147,-,141,1,13,3,5
S01002432,647,190,340,-,39,2,64,7,5
S01002433,277,78,109,-,65,-,15,5,5
S01002434,439,117,131,-,136,37,13,1,4
S01002435,297,51,126,2,95,4,17,2,-
S01002436,420,93,82,1,230,1,10,2,1
S01002437,384,128,142,1,39,-,59,7,8
S01002438,282,56,108,1,86,2,26,2,1
S01002439,335,118,124,-,73,3,12,2,3
S01002440,420,75,126,1,118,75,18,6,1
S01002441,297,162,106,-,2,-,24,1,2
S01002442,266,67,95,1,7,1,85,8,2
S01002443,313,97,94,1,78,21,16,1,5
S01002444,250,28,48,-,158,3,11,2,-
S01002445,417,80,123,-,110,6,92,3,3
S01002446,438,189,144,1,11,1,75,6,11
S01002447,260,69,84,-,97,1,6,2,1
S01002448,198,30,70,-,94,-,4,-,-
S01002449,235,47,162,-,12,-,10,2,2
S01002450,436,69,115,1,87,72,77,6,9
S01002451,398,93,187,1,15,65,32,3,2
S01002452,238,44,72,-,99,3,12,2,6
S01002453,300,125,114,-,50,1,7,2,1
S01002454,321,141,116,-,52,4,5,2,1
S01002455,221,78,84,-,49,3,5,-,2
S01002456,434,72,114,-,221,2,21,1,3
S01002457,307,83,113,-,34,62,10,2,3
S01002458,412,114,97,1,161,2,20,10,7
S01002459,334,70,83,2,24,46,102,4,3
S01002460,399,53,97,1,223,4,18,-,3
S01002461,163,41,116,-,3,-,3,-,-
S01002462,381,65,107,1,31,124,49,2,2
S01002463,453,84,94,1,171,92,9,1,1
S01002464,239,81,83,-,63,2,7,1,2
S01002465,280,96,155,-,15,2,7,3,2
S01002466,429,91,173,-,21,114,20,5,5
S01002467,233,95,71,-,30,1,28,5,3
S01002468,327,56,87,-,60,87,29,4,4
S01002469,278,80,104,-,62,20,10,2,-
S01002470,348,67,137,1,127,1,9,2,4
S01002471,244,72,86,-,65,2,6,6,7
S01002472,309,46,44,1,201,5,6,3,3
S01002473,457,106,121,1,21,184,19,3,2
S01002474,239,28,45,4,20,95,45,2,-
S01002475,264,90,64,-,83,6,17,2,2
S01002476,395,125,196,2,10,1,56,5,-
S01002477,383,101,127,-,87,40,16,4,8
S01002478,386,107,150,3,93,1,22,7,3
S01002479,324,63,71,-,146,2,30,5,7
S01002480,268,73,83,14,39,48,8,-,3
S01002481,430,118,125,-,167,1,11,4,4
S01002482,476,63,84,2,74,213,35,2,3
S01002483,387,38,55,-,275,3,11,2,3
S01002484,375,68,115,1,131,27,27,2,4
S01002485,361,135,162,1,21,20,18,1,3
S01002486,293,45,46,1,134,49,16,1,1
S01002487,230,48,77,-,70,11,16,2,6
S01002488,349,48,65,1,174,7,43,4,7
S01002489,312,36,72,-,127,48,20,4,5
S01002490,267,91,89,-,68,3,9,1,6
S01002491,239,77,50,1,98,1,9,-,3
S01002492,380,147,179,-,36,-,13,4,1
S01002493,409,143,162,-,69,5,23,2,5
S01002494,269,94,138,-,14,2,18,3,-
S01002495,277,53,96,-,86,24,9,2,7
S01002496,573,135,284,1,67,2,76,7,1
S01002497,473,40,103,9,36,214,63,5,3
S01002498,249,91,150,-,3,1,3,1,-
S01002499,507,118,141,-,209,1,27,3,8
S01002500,301,51,91,2,115,3,37,1,1
S01002501,222,98,74,-,37,-,11,1,1
S01002502,371,56,87,-,198,13,12,-,5
S01002503,330,94,94,1,45,29,60,4,3
S01002504,577,145,289,-,117,-,19,5,2
S01002505,386,57,68,2,206,24,25,3,1
S01002506,326,71,162,-,69,15,8,1,-
S01002507,355,85,104,1,84,41,28,4,8
S01002508,378,171,164,-,5,5,20,3,10
S01002509,526,120,223,-,114,3,58,3,5
S01002510,437,164,190,2,32,12,26,3,8
S01002511,224,117,67,-,7,26,5,-,2
S01002512,376,45,89,3,109,24,101,1,4
S01002513,630,79,415,1,12,8,98,6,11
S01002514,300,75,79,1,82,5,55,3,-
S01002515,313,70,74,1,122,15,24,1,6
S01002516,360,100,130,1,63,17,37,8,4
S01002517,264,64,113,-,38,38,8,1,2
S01002518,405,111,227,2,37,1,23,1,3
S01002519,467,51,79,2,205,84,37,6,3
S01002520,281,25,41,3,190,5,14,3,-
S01002521,293,97,80,-,63,21,25,2,5
S01002522,291,121,131,-,15,13,5,5,1
S01002523,290,174,97,-,10,1,5,2,1
S01002524,319,72,156,-,21,10,48,9,3
S01002525,328,68,85,-,123,17,29,4,2
S01002526,190,89,88,-,4,2,6,1,-
S01002527,329,74,183,10,17,4,37,1,3
S01002528,361,119,165,-,56,1,13,2,5
S01002529,476,71,175,-,203,5,16,1,5
S01002530,298,73,92,2,80,48,1,1,1
S01002531,380,107,153,1,88,1,26,3,1
S01002532,319,77,111,1,106,1,16,3,4
S01002533,317,35,71,-,202,3,6,-,-
S01002534,369,69,111,-,176,4,6,3,-
S01002535,347,62,192,-,56,13,19,3,2
S01002536,269,26,36,13,132,58,3,1,-
S01002537,217,29,76,-,87,14,10,1,-
S01002538,381,142,208,-,4,1,23,1,2
S01002539,397,62,97,-,153,41,28,7,9
S01002540,282,40,77,-,135,2,21,2,5
S01002541,731,164,418,1,56,17,70,3,2
S01002542,291,59,149,1,27,26,21,3,5
S01002543,259,20,44,1,186,1,2,1,4
S01002544,391,59,197,-,91,6,32,3,3
S01002545,385,62,143,5,62,89,16,4,4
S01002546,337,88,148,-,71,3,21,5,1
S01002547,303,55,173,1,61,-,9,2,2
S01002548,482,154,182,-,102,3,37,2,2
S01002549,246,116,104,-,19,2,5,-,-
S01002550,191,90,88,2,3,-,3,-,5
S01002551,264,66,111,-,54,2,23,5,3
S01002552,249,58,100,-,81,-,4,4,2
S01002553,384,105,135,-,52,48,36,6,2
S01002554,215,43,154,-,12,1,5,-,-
S01002555,351,101,162,-,54,2,23,4,5
S01002556,297,65,88,-,125,1,9,4,5
S01002557,352,95,111,-,103,15,17,9,2
S01002558,233,59,91,-,67,3,13,-,-
S01002559,281,147,109,1,6,-,8,5,5
S01002560,246,52,107,-,71,1,9,3,3
S01002561,343,56,119,-,61,55,44,6,2
S01002562,263,76,119,-,47,15,5,1,-
S01002563,385,144,180,-,34,-,20,2,5
S01002564,238,126,100,-,3,-,8,1,-
S01002565,372,104,194,-,31,1,36,4,2
S01002566,263,112,137,-,3,-,5,2,4
S01002567,881,142,631,3,9,4,75,9,8
S01002568,370,115,157,-,70,3,21,1,3
S01002569,585,131,280,-,102,12,41,5,14
S01002570,264,56,130,-,57,-,14,2,5
S01002571,301,89,116,-,83,-,10,1,2
S01002572,248,106,100,-,14,1,24,2,1
S01002573,220,79,94,1,24,1,14,6,1
S01002574,439,83,150,1,88,17,89,9,2
S01002575,373,38,206,-,7,27,75,20,-
S01002576,330,126,158,-,2,-,37,4,3
S01002577,452,60,104,1,200,13,65,6,3
S01002578,301,170,111,-,1,2,14,1,2
S01002579,451,140,169,7,3,2,111,15,4
S01002580,332,66,98,2,111,32,16,3,4
S01002581,270,59,191,-,1,-,14,3,2
S01002582,329,79,100,-,114,2,23,3,8
S01002583,388,50,154,1,9,137,34,2,1
S01002584,537,61,330,-,9,66,46,23,2
S01002585,419,147,134,-,25,36,72,4,1
S01002586,217,84,93,-,16,12,9,1,2
S01002587,308,84,167,-,-,4,42,7,4
S01002588,311,133,136,1,4,7,24,5,1
S01002589,339,192,108,1,8,4,24,-,2
S01002590,305,175,118,-,1,-,7,2,2
S01002591,271,58,94,-,94,8,16,1,-
S01002592,432,107,128,1,104,64,21,4,3
S01002593,337,83,120,-,21,86,24,1,2
S01002594,259,41,191,2,-,-,25,-,-
S01002595,320,96,133,-,11,40,33,5,2
S01002596,284,158,104,1,8,-,10,1,2
S01002597,219,55,94,-,6,45,15,4,-
S01002598,428,110,189,-,44,19,55,7,4
S01002599,242,67,103,1,5,38,17,7,4
S01002600,364,101,240,-,1,-,21,1,-
S01002601,296,69,110,1,9,71,28,5,3
S01002602,221,79,103,2,21,1,11,1,3
S01002603,355,69,118,1,34,96,26,7,4
S01002604,397,194,182,-,1,1,15,1,3
S01002605,255,74,106,-,8,39,21,5,2
S01002606,211,42,77,-,69,11,8,3,1
S01002607,373,117,142,2,46,33,19,12,2
S01002608,206,57,119,-,15,3,8,2,2
S01002609,351,112,132,-,48,24,26,3,6
S01002610,381,135,150,1,48,20,17,3,7
S01002611,325,69,188,3,6,28,27,3,1
S01002612,392,160,131,-,7,3,73,5,13
S01002613,386,207,112,-,12,-,42,8,5
S01002614,397,156,154,-,23,1,49,5,9
S01002615,180,42,101,-,2,19,12,2,2
S01002616,227,114,104,-,2,-,7,-,-
S01002617,436,103,108,2,72,116,23,3,9
S01002618,399,40,77,1,211,26,32,8,4
S01002619,342,131,150,1,23,7,24,2,4
S01002620,457,112,135,1,112,20,66,10,1
S01002621,246,110,123,2,1,-,7,2,1
S01002622,"3,064",397,"2,152",39,56,80,305,25,10
S01002623,598,132,397,16,6,4,37,3,3
S01002624,288,118,150,-,1,1,17,-,1
S01002625,367,163,167,1,5,3,19,5,4
S01002626,274,59,89,1,90,17,15,-,3
S01002627,394,183,178,-,8,1,20,3,1
S01002628,311,111,174,-,10,2,7,4,3
S01002629,376,154,155,-,19,2,37,6,3
S01002630,332,110,111,1,64,1,40,4,1
S01002631,351,162,148,1,4,2,23,5,6
S01002632,242,65,128,-,7,20,21,1,-
S01002633,379,96,185,-,14,33,44,2,5
S01002634,330,151,133,-,15,3,25,1,2
S01002635,256,136,105,-,-,3,5,3,4
S01002636,269,94,102,-,50,8,12,2,1
S01002637,333,84,139,-,43,39,24,3,1
S01002638,318,50,109,1,117,21,14,2,4
S01002639,399,175,160,8,8,3,38,3,4
S01002640,313,121,146,1,15,2,17,4,7
S01002641,350,110,199,4,2,12,21,2,-
S01002642,270,65,99,2,64,21,10,5,4
S01002643,285,58,77,-,62,52,32,-,4
S01002644,306,118,108,1,63,-,9,2,5
S01002645,288,78,84,-,83,26,15,-,2
S01002646,366,77,146,1,32,3,101,3,3
S01002647,406,74,71,2,143,95,17,1,3
S01002648,464,160,217,3,29,4,37,5,9
S01002649,283,66,85,3,52,55,19,2,1
S01002650,288,180,101,1,1,-,3,-,2
S01002651,270,70,99,-,75,3,15,4,4
S01002652,258,105,124,-,12,1,13,1,2
S01002653,355,74,148,1,34,38,51,8,1
S01002654,385,97,118,-,108,21,31,2,8
S01002655,391,51,93,2,150,66,27,1,1
S01002656,401,60,94,4,183,39,13,4,4
S01002657,393,167,145,1,35,9,28,5,3
S01002658,704,173,212,-,43,51,205,16,4
S01002659,409,190,173,-,16,3,20,2,5
S01002660,337,84,112,2,58,55,21,4,1
S01002661,377,133,145,1,31,4,50,7,6
S01002662,558,185,263,1,68,13,20,3,5
S01002663,326,114,151,-,3,14,33,4,7
S01002664,358,164,177,-,1,2,9,3,2
S01002665,347,142,116,-,51,13,21,1,3
S01002666,586,177,277,-,36,34,46,10,6
S01002667,310,58,80,-,143,3,19,6,1
S01002668,217,82,69,-,17,12,27,6,4
S01002669,484,117,180,-,84,14,78,8,3
S01002670,236,108,115,-,1,2,8,-,2
S01002671,544,123,188,-,32,28,161,10,2
S01002672,318,51,56,1,174,5,22,8,1
S01002673,287,54,103,4,58,22,43,3,-
S01002674,376,115,127,1,68,35,22,5,3
S01002675,416,218,151,16,-,14,12,1,4
S01002676,322,136,131,1,23,1,23,2,5
S01002677,551,69,138,10,193,63,65,9,4
S01002678,333,122,191,2,6,1,9,1,1
S01002679,553,99,143,-,175,60,68,4,4
S01002680,565,99,213,1,67,47,123,11,4
S01002681,352,83,141,2,75,35,11,2,3
S01002682,232,47,76,1,77,1,26,3,1
S01002683,258,121,97,-,8,1,21,5,5
S01002684,412,106,148,15,72,23,37,5,6
S01002685,450,43,117,-,207,9,66,7,1
S01002686,681,238,324,-,39,2,59,2,17
S01002687,489,166,242,1,47,1,28,3,1
S01002688,264,112,138,-,3,-,8,1,2
S01002689,328,115,182,-,4,1,22,4,-
S01002690,258,127,94,-,11,17,7,-,2
S01002691,555,153,292,19,11,41,28,7,4
S01002692,335,117,155,1,48,3,8,2,1
S01002693,187,45,122,-,12,2,5,-,1
S01002694,264,62,85,-,18,87,6,4,2
S01002695,254,100,85,1,17,-,35,9,7
S01002696,336,97,134,-,63,1,32,8,1
S01002697,373,159,151,-,26,22,10,3,2
S01002698,320,103,137,-,50,2,21,3,4
S01002699,228,52,89,1,65,4,11,4,2
S01002700,351,56,90,-,172,20,12,-,1
S01002701,349,126,205,1,3,1,12,1,-
S01002702,306,75,77,-,84,44,11,7,8
S01002703,574,178,264,-,80,4,31,7,10
S01002704,327,117,119,1,62,1,23,2,2
S01002705,358,87,116,1,108,1,30,8,7
S01002706,403,65,113,-,182,3,39,1,-
S01002707,351,60,99,-,106,59,24,-,3
S01002708,431,113,171,1,65,39,30,11,1
S01002709,464,70,82,-,116,27,167,-,2
S01002710,355,130,157,-,40,2,23,1,2
S01002711,364,82,118,1,129,7,25,1,1
S01002712,308,96,110,-,78,-,15,4,5
S01002713,414,61,47,5,193,68,34,4,2
S01002714,435,104,87,-,173,20,43,5,3
S01002715,407,87,116,-,151,35,15,-,3
S01002716,218,111,87,-,2,-,15,1,2
S01002717,420,180,148,-,50,-,32,4,6
S01002718,394,59,88,1,221,1,17,6,1
S01002719,310,74,111,-,102,1,14,5,3
S01002720,308,205,88,-,6,-,4,2,3
S01002721,389,88,105,2,124,23,35,9,3
S01002722,420,114,110,6,12,73,87,13,5
S01002723,332,101,95,-,81,38,8,2,7
S01002724,427,159,101,1,94,3,55,9,5
S01002725,404,121,147,-,103,5,20,8,-
S01002726,358,131,129,2,34,11,43,1,7
S01002727,387,118,200,-,4,2,53,1,9
S01002728,438,95,162,2,72,23,74,5,5
S01002729,375,119,218,1,5,-,23,6,3
S01002730,480,93,151,2,63,39,115,6,11
S01002731,362,114,90,-,115,1,35,3,4
S01002732,332,77,119,-,16,1,108,8,3
S01002733,313,137,95,1,51,-,19,2,8
S01002734,517,120,163,1,158,3,60,6,6
S01002735,720,184,169,5,120,31,193,9,9
S01002736,292,86,130,1,52,11,5,6,1
S01002737,403,108,171,1,6,-,110,5,2
S01002738,267,88,108,1,13,45,8,2,2
S01002739,333,170,124,1,24,2,9,1,2
S01002740,201,80,100,-,12,3,4,-,2
S01002741,489,129,188,-,35,1,121,10,5
S01002742,385,109,119,-,107,13,24,8,5
S01002743,341,54,77,7,113,31,52,5,2
S01002744,255,130,111,-,4,1,6,1,2
S01002745,307,43,59,1,75,94,33,2,-
S01002746,357,146,116,-,69,10,12,2,2
S01002747,254,60,72,-,70,1,43,6,2
S01002748,384,80,88,1,84,11,111,4,5
S01002749,314,50,75,-,115,56,15,-,3
S01002750,384,95,99,-,154,2,29,2,3
S01002751,421,82,125,2,175,1,26,6,4
S01002752,231,80,69,1,58,2,15,2,4
S01002753,276,157,104,1,6,-,7,-,1
S01002754,247,104,91,-,30,-,20,1,1
S01002755,355,53,60,-,111,108,18,4,1
S01002756,401,59,91,1,123,56,60,7,4
S01002757,254,79,99,-,54,4,12,3,3
S01002758,315,70,88,1,124,13,14,3,2
S01002759,376,59,133,2,82,37,56,4,3
S01002760,238,62,73,-,63,15,17,6,2
S01002761,440,66,126,-,142,20,74,4,8
S01002762,312,60,69,1,128,20,29,2,3
S01002763,374,78,98,1,172,4,17,2,2
S01002764,263,55,64,-,121,2,15,2,4
S01002765,427,46,61,3,247,20,48,1,1
S01002766,459,85,121,-,202,11,31,5,4
S01002767,426,121,195,-,54,20,24,11,1
S01002768,371,101,123,-,110,2,24,5,6
S01002769,338,69,132,1,110,3,20,2,1
S01002770,280,78,84,-,84,3,26,1,4
S01002771,348,46,94,-,184,3,20,1,-
S01002772,377,136,174,-,8,1,41,6,11
S01002773,389,118,148,4,68,29,18,3,1
S01002774,382,70,99,-,188,4,18,-,3
S01002775,287,59,65,-,138,5,15,4,1
S01002776,397,85,165,3,94,33,11,5,1
S01002777,493,111,158,-,123,52,38,4,7
S01002778,397,53,73,-,160,70,29,8,4
S01002779,297,25,51,2,170,29,19,1,-
S01002780,397,60,84,-,221,3,24,3,2
S01002781,399,123,132,1,110,2,16,10,5
S01002782,437,101,90,1,201,5,31,2,6
S01002783,615,138,256,4,94,49,55,10,9
S01002784,228,37,76,1,91,-,15,7,1
S01002785,295,69,71,2,143,-,10,-,-
S01002786,305,105,165,1,16,2,12,2,2
S01002787,302,104,97,-,83,4,8,5,1
S01002788,328,80,175,-,17,29,21,3,3
S01002789,301,162,127,-,4,2,4,-,2
S01002790,415,72,100,-,178,21,32,8,4
S01002791,253,37,51,-,151,2,9,2,1
S01002792,822,211,420,7,92,15,62,8,7
S01002793,375,79,83,-,167,1,41,1,3
S01002794,394,116,146,3,103,-,17,4,5
S01002795,257,141,96,-,6,-,8,2,4
S01002796,250,70,107,3,22,28,17,2,1
S01002797,313,143,148,-,4,1,11,4,2
S01002798,245,49,88,1,93,1,10,1,2
S01002799,326,65,83,2,135,13,15,4,9
S01002800,282,125,141,-,4,-,10,1,1
S01002801,386,66,100,2,198,5,11,3,1
S01002802,245,121,108,2,2,2,8,-,2
S01002803,369,115,136,-,91,1,17,3,6
S01002804,257,41,97,1,95,6,9,5,3
S01002805,410,86,101,-,173,33,13,2,2
S01002806,939,167,569,1,98,6,83,4,11
S01002807,328,67,78,-,71,87,20,1,4
S01002808,370,49,60,-,20,217,20,2,2
S01002809,330,100,79,-,105,1,31,4,10
S01002810,475,91,124,3,61,90,94,7,5
S01002811,455,143,151,-,82,19,50,5,5
S01002812,268,82,108,-,46,2,23,3,4
S01002813,338,82,86,-,122,11,25,6,6
S01002814,413,164,84,-,91,24,32,12,6
S01002815,341,74,68,-,142,32,16,5,4
S01002816,235,56,87,-,39,40,11,1,1
S01002817,248,61,61,-,108,4,8,2,4
S01002818,277,80,90,2,55,13,28,5,4
S01002819,347,42,55,-,232,4,10,2,2
S01002820,330,44,96,3,159,9,14,3,2
S01002821,559,97,156,1,213,18,56,7,11
S01002822,321,49,74,2,174,5,14,2,1
S01002823,394,66,62,2,181,37,39,1,6
S01002824,368,117,144,-,61,3,26,11,6
S01002825,394,110,111,-,73,32,55,5,8
S01002826,243,71,62,-,70,19,12,4,5
S01002827,292,68,95,-,116,2,6,2,3
S01002828,377,48,110,1,10,186,17,5,-
S01002829,391,92,88,-,123,52,27,5,4
S01002830,302,79,80,-,54,59,27,3,-
S01002831,466,118,203,2,96,3,33,6,5
S01002832,312,73,147,-,48,2,42,-,-
S01002833,399,166,184,-,6,18,21,-,4
S01002834,366,107,107,1,90,40,15,1,5
S01002835,333,82,116,1,57,19,55,2,1
S01002836,232,53,91,2,68,-,15,2,1
S01002837,344,49,45,-,194,7,45,1,3
S01002838,274,83,75,-,66,34,9,4,3
S01002839,292,77,53,1,122,24,14,1,-
S01002840,313,106,98,-,49,36,15,5,4
S01002841,432,130,265,-,9,3,19,4,2
S01002842,306,47,48,1,130,29,46,4,1
S01002843,327,66,58,3,169,2,23,4,2
S01002844,276,143,100,-,25,-,7,1,-
S01002845,402,87,125,-,51,70,62,5,2
S01002846,453,157,187,1,70,3,23,7,5
S01002847,411,113,161,-,78,5,45,6,3
S01002848,336,68,136,-,89,2,36,2,3
S01002849,408,102,170,-,88,3,42,2,1
S01002850,414,117,132,1,93,26,36,6,3
S01002851,229,127,38,1,13,32,9,3,6
S01002852,399,96,137,-,100,23,38,3,2
S01002853,215,32,40,2,106,9,25,-,1
S01002854,342,94,101,-,119,5,10,8,5
S01002855,231,63,37,-,28,95,5,1,2
S01002856,411,74,92,2,130,3,100,5,5
S01002857,220,94,93,-,23,-,7,-,3
S01002858,275,106,114,-,14,4,28,5,4
S01002859,343,63,82,-,165,8,17,5,3
S01002860,431,113,207,-,51,13,38,6,3
S01002861,414,117,149,1,74,3,59,4,7
S01002862,246,74,80,-,45,16,25,5,1
S01002863,309,71,101,-,65,52,14,2,4
S01002864,256,61,70,3,88,2,26,2,4
S01002865,356,96,159,-,77,2,19,1,2
S01002866,499,92,133,-,203,3,59,7,2
S01002867,208,76,97,-,20,2,11,1,1
S01002868,329,74,82,2,121,4,43,1,2
S01002869,240,62,86,-,65,-,23,4,-
S01002870,398,127,141,-,99,-,19,7,5
S01002871,289,88,103,-,37,25,31,2,3
S01002872,296,84,98,1,76,1,26,2,8
S01002873,333,85,131,2,83,2,26,4,-
