,All people aged 16 and over in households,Living in a couple: Married or in a registered same-sex civil partnership,Living in a couple: Cohabiting,Not living in a couple: Single (never married or never registered a same-sex civil partnership),Not living in a couple: Married or in a registered same-sex civil partnership,Not living in a couple: Separated (but still legally married or still legally in a same-sex civil partnership),Not living in a couple: Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Not living in a couple: Widowed or surviving partner from a same-sex civil partnership
S01005742,753,450,60,147,2,11,34,49
S01005743,879,580,104,143,6,11,16,19
S01005744,729,368,72,171,1,13,39,65
S01005745,864,430,90,203,6,23,38,74
S01005746,655,398,42,137,1,19,25,33
S01005747,697,384,46,166,1,11,40,49
S01005748,543,184,64,154,3,25,63,50
S01005749,653,398,54,114,2,13,22,50
S01005750,606,316,48,145,5,17,29,46
S01005751,624,348,54,144,2,14,31,31
S01005752,523,172,56,188,3,17,43,44
S01005753,549,266,62,145,-,18,26,32
S01005754,853,430,92,201,1,28,42,59
S01005755,565,238,56,163,2,19,42,45
S01005756,680,296,66,185,6,22,46,59
S01005757,441,154,44,145,2,19,37,40
S01005758,674,322,70,164,1,9,40,68
S01005759,641,232,80,205,3,23,52,46
S01005760,529,286,50,122,3,15,21,32
S01005761,582,318,66,125,2,9,20,42
S01005762,553,232,52,131,2,25,38,73
S01005763,1891,1080,194,422,7,51,62,75
S01005764,482,184,48,161,-,14,43,32
S01005765,719,244,112,212,8,38,56,49
S01005766,565,292,46,135,5,15,26,46
S01005767,595,322,48,150,3,3,33,36
S01005768,707,304,54,185,4,19,55,86
S01005769,597,230,68,164,5,20,52,58
S01005770,507,182,48,143,4,21,50,59
S01005771,618,390,32,124,3,12,21,36
S01005772,613,380,46,118,2,11,16,40
S01005773,724,452,48,138,3,17,27,39
S01005774,561,280,62,135,3,12,30,39
S01005775,633,274,62,157,1,23,46,70
S01005776,597,356,48,124,3,9,25,32
S01005777,436,232,35,92,1,11,26,39
S01005778,588,252,62,162,1,11,54,46
S01005779,614,352,56,131,3,20,20,32
S01005780,1065,674,92,226,2,22,29,20
S01005781,769,344,70,188,4,28,62,73
S01005782,673,266,78,176,3,25,54,71
S01005783,443,242,32,114,1,12,16,26
S01005784,466,238,52,128,2,11,23,12
S01005785,603,388,44,110,-,17,13,31
S01005786,489,254,44,117,3,9,30,32
S01005787,529,284,48,125,2,19,28,23
S01005788,455,194,38,131,1,17,25,49
S01005789,662,344,74,162,1,15,36,30
S01005790,397,202,28,111,-,10,22,24
S01005791,395,214,20,88,-,10,27,36
S01005792,638,282,51,219,2,22,40,22
S01005793,435,230,30,120,1,11,17,26
S01005794,818,474,56,170,3,8,34,73
S01005795,517,260,48,139,4,16,33,17
S01005796,879,532,114,145,4,19,35,30
S01005797,771,512,64,141,3,19,17,15
S01005798,491,216,58,110,3,15,30,59
S01005799,570,272,60,129,3,13,42,51
S01005800,532,248,52,139,6,14,31,42
S01005801,550,250,38,185,3,10,39,25
S01005802,708,428,54,147,5,15,25,34
S01005803,612,264,78,168,3,26,36,37
S01005804,2828,1726,362,517,10,63,86,64
S01005805,464,282,34,115,3,9,17,4
S01005806,614,280,72,146,2,26,43,45
S01005807,647,254,70,194,1,31,62,35
S01005808,559,216,78,165,4,34,33,29
S01005809,487,280,40,104,4,10,25,24
S01005810,392,186,32,96,4,14,28,32
S01005811,427,186,61,108,-,13,27,32
S01005812,466,230,48,137,2,15,23,11
S01005813,647,320,72,138,2,17,33,65
S01005814,597,262,62,190,1,8,36,38
S01005815,781,360,74,191,2,29,44,81
S01005816,836,444,82,208,7,16,37,42
S01005817,416,252,36,93,-,7,17,11
S01005818,584,381,36,128,4,11,9,15
S01005819,557,254,36,164,4,16,34,49
S01005820,527,204,76,164,-,18,35,30
S01005821,397,184,34,109,2,15,21,32
S01005822,662,306,80,154,4,19,59,40
S01005823,502,254,46,131,2,15,25,29
S01005824,572,350,40,131,4,10,25,12
S01005825,549,248,46,139,4,18,43,51
S01005826,728,486,30,152,4,11,21,24
S01005827,568,330,44,125,2,17,26,24
S01005828,622,226,68,202,1,25,63,37
S01005829,633,338,50,147,2,13,28,55
S01005830,761,292,62,174,2,43,125,63
S01005831,950,542,90,197,4,17,37,63
S01005832,595,234,50,168,5,21,66,51
S01005833,524,260,30,137,6,20,35,36
S01005834,516,206,28,134,6,18,47,77
S01005835,595,360,30,143,-,16,21,25
S01005836,555,346,42,125,2,4,17,19
S01005837,392,226,42,90,2,5,13,14
S01005838,565,286,54,139,9,9,24,44
S01005839,659,374,28,153,-,16,31,57
S01005840,644,296,66,164,1,29,28,60
S01005841,530,228,58,148,2,16,32,46
S01005842,430,198,34,91,4,19,36,48
S01005843,520,308,44,107,2,8,25,26
S01005844,578,266,48,160,3,14,39,48
S01005845,413,254,22,98,1,7,12,19
S01005846,760,206,84,257,11,30,88,84
S01005847,659,276,54,175,3,22,47,82
S01005848,451,170,76,116,-,19,35,35
S01005849,666,332,38,164,4,19,42,67
S01005850,653,276,86,172,10,21,39,49
S01005851,585,208,72,166,7,16,44,72
S01005852,422,200,36,115,3,15,28,25
S01005853,783,342,66,205,7,20,55,88
S01005854,626,302,52,164,4,27,35,42
S01005855,663,224,46,228,3,36,77,49
S01005856,632,268,68,157,7,18,37,77
S01005857,601,242,56,170,5,16,56,56
S01005858,550,280,52,133,3,28,29,25
S01005859,593,264,64,171,4,22,31,37
S01005860,626,242,62,180,1,21,54,66
S01005861,678,442,36,171,2,12,9,6
S01005862,628,300,56,179,5,18,35,35
S01005863,1261,660,110,312,5,40,62,72
S01005864,744,326,56,182,3,18,58,101
S01005865,653,312,60,152,2,19,40,68
S01005866,675,328,56,168,5,12,33,73
S01005867,739,370,82,171,-,39,36,41
S01005868,587,358,16,138,1,9,19,46
S01005869,566,226,36,205,2,28,31,38
S01005870,605,270,42,149,6,24,51,63
S01005871,571,268,46,148,4,15,40,50
S01005872,641,352,40,156,4,11,26,52
S01005873,767,360,62,202,2,22,51,68
S01005874,572,148,76,221,7,30,55,35
S01005875,634,342,90,127,3,24,21,27
S01005876,695,452,30,115,11,19,11,57
S01005877,717,362,64,166,2,11,39,73
S01005878,489,260,42,120,4,12,31,20
S01005879,538,276,62,108,5,13,19,55
S01005880,631,204,54,200,-,33,79,61
S01005881,624,234,66,172,8,29,51,64
S01005882,1174,796,96,197,6,20,24,35
S01005883,397,184,28,98,2,8,20,57
S01005884,614,342,32,126,3,14,21,76
S01005885,506,312,22,111,1,13,15,32
S01005886,593,394,28,110,2,10,19,30
S01005887,417,150,54,116,1,15,27,54
S01005888,506,218,32,167,-,14,32,43
S01005889,739,254,74,182,15,31,64,119
S01005890,575,350,52,117,3,9,26,18
S01005891,495,172,56,171,5,29,27,35
S01005892,572,176,54,196,7,32,51,56
S01005893,594,258,50,161,3,23,47,52
S01005894,619,274,54,149,5,26,47,64
S01005895,506,316,22,89,4,14,19,42
S01005896,602,390,34,106,-,10,17,45
S01005897,631,322,48,145,5,23,33,55
S01005898,581,258,60,156,5,24,34,44
S01005899,624,196,66,190,9,36,56,71
S01005900,516,336,20,84,5,8,15,48
S01005901,575,334,54,113,1,14,32,27
S01005902,699,412,34,145,3,15,28,62
S01005903,798,312,112,188,4,26,81,75
S01005904,784,372,80,190,5,26,56,55
S01005905,630,346,86,135,2,15,29,17
S01005906,684,330,56,178,2,30,36,52
S01005907,631,226,86,156,5,29,49,80
S01005908,767,264,72,267,6,35,68,55
S01005909,423,242,14,106,6,8,18,29
S01005910,600,354,26,110,6,19,22,63
S01005911,1104,564,88,281,8,28,63,72
S01005912,675,304,56,185,2,20,40,68
S01005913,648,184,56,242,7,34,59,66
S01005914,869,292,82,253,8,45,71,118
S01005915,580,238,52,159,5,17,41,68
S01005916,543,380,22,105,3,9,15,9
S01005917,685,226,94,242,7,31,47,38
S01005918,732,320,58,185,7,18,64,80
S01005919,418,274,18,75,4,11,15,21
S01005920,736,328,54,187,3,21,51,92
S01005921,553,288,64,128,2,11,28,32
S01005922,783,296,90,204,4,43,75,71
S01005923,569,230,70,162,10,12,40,45
S01005924,500,324,26,118,2,8,5,17
S01005925,579,350,50,128,5,5,18,23
S01005926,821,350,92,209,17,30,58,65
S01005927,607,352,36,118,5,7,29,60
S01005928,615,200,90,201,8,32,48,36
S01005929,643,268,84,171,3,26,50,41
S01005930,808,388,94,199,1,23,37,66
S01005931,629,292,80,160,4,24,31,38
S01005932,509,156,42,184,5,29,41,52
S01005933,691,414,54,159,2,16,23,23
S01005934,603,258,52,154,1,15,61,62
S01005935,512,184,70,99,-,30,54,75
S01005936,706,322,62,168,6,19,46,83
S01005937,467,314,26,98,2,8,12,7
S01005938,629,222,88,178,4,23,58,56
S01005939,558,178,82,180,4,25,52,37
S01005940,688,222,84,231,6,35,64,46
S01005941,372,248,12,89,4,2,8,9
S01005942,729,228,60,211,7,41,110,72
S01005943,683,286,66,195,2,32,48,54
S01005944,757,280,76,208,7,37,66,83
S01005945,633,266,58,186,4,27,48,44
S01005946,711,278,106,202,7,30,47,41
S01005947,595,144,74,204,6,26,84,57
S01005948,670,284,64,198,12,25,47,40
S01005949,490,146,60,171,1,29,59,24
S01005950,477,144,36,123,5,39,92,38
S01005951,1036,304,120,388,10,56,97,61
S01005952,929,276,86,306,15,44,112,90
S01005953,990,480,120,249,7,34,50,50
S01005954,386,120,48,123,3,19,32,41
S01005955,644,176,108,248,11,34,44,23
S01005956,637,240,92,189,1,23,45,47
S01005957,845,312,68,298,7,43,66,51
S01005958,476,202,44,137,4,16,32,41
S01005959,417,118,32,148,2,22,49,46
S01005960,460,204,20,115,4,11,37,69
S01005961,883,342,114,276,5,44,69,33
S01005962,400,162,34,113,4,10,36,41
S01005963,499,206,50,133,7,21,45,37
S01005964,585,190,68,187,2,28,58,52
S01005965,730,258,84,244,3,34,60,47
S01005966,1085,440,182,311,5,30,69,48
S01005967,735,230,80,269,9,23,65,59
S01005968,775,488,48,168,2,13,25,31
S01005969,609,304,48,153,-,14,31,59
S01005970,654,286,74,184,2,11,46,51
S01005971,349,138,22,115,-,15,30,29
S01005972,602,222,56,193,3,25,47,56
S01005973,698,306,66,181,2,15,53,75
S01005974,623,250,48,196,6,23,39,61
S01005975,544,230,32,176,1,22,44,39
S01005976,666,360,32,128,8,18,34,86
S01005977,585,296,34,163,2,12,32,46
S01005978,593,320,30,135,3,17,41,47
S01005979,731,318,64,198,9,27,47,68
S01005980,483,296,54,87,-,11,6,29
S01005981,661,376,86,124,1,17,38,19
S01005982,549,206,56,191,3,17,42,34
S01005983,716,468,30,147,4,17,15,35
S01005984,734,408,64,152,6,19,35,50
S01005985,624,252,42,200,4,21,41,64
S01005986,876,512,36,189,11,28,33,67
S01005987,456,192,42,122,5,11,35,49
S01005988,462,168,36,159,4,19,24,52
S01005989,573,344,22,142,4,10,20,31
S01005990,1073,288,124,429,7,72,108,45
S01005991,565,262,48,144,6,18,37,50
S01005992,468,132,18,183,5,19,49,62
S01005993,578,320,56,132,6,16,28,20
S01005994,742,308,68,222,4,28,45,67
S01005995,529,142,36,156,3,33,80,79
S01005996,640,360,78,136,1,17,26,22
S01005997,494,188,42,160,2,26,35,41
S01005998,518,88,60,225,5,33,76,31
S01005999,1081,680,92,197,7,29,49,27
S01006000,598,214,32,195,1,17,62,77
S01006001,564,282,46,146,-,15,41,34
S01006002,451,192,26,119,5,16,33,60
S01006003,560,222,34,141,4,28,47,84
S01006004,1059,574,144,219,4,40,42,36
S01006005,436,192,42,131,2,13,22,34
S01006006,651,382,54,136,2,13,16,48
S01006007,391,82,50,145,2,30,39,43
S01006008,572,182,46,207,5,37,53,42
S01006009,407,230,42,89,3,9,16,18
S01006010,774,488,66,153,3,6,13,45
S01006011,637,222,36,215,6,35,62,61
S01006012,639,226,62,192,2,34,55,68
S01006013,474,314,16,108,-,8,10,18
S01006014,502,198,44,148,2,37,37,36
S01006015,631,344,56,134,5,12,19,61
S01006016,774,452,54,199,1,17,19,32
S01006017,923,484,72,240,4,16,55,52
S01006018,671,416,36,149,7,13,21,29
S01006019,987,432,108,280,12,47,63,45
S01006020,676,432,28,130,5,7,19,55
S01006021,873,472,52,184,7,17,53,88
S01006022,486,150,62,170,4,24,39,37
S01006023,561,356,26,121,4,8,14,32
S01006024,665,246,56,203,4,37,56,63
S01006025,696,290,80,196,4,28,33,65
S01006026,631,272,32,171,8,19,48,81
S01006027,609,312,40,158,4,13,20,62
S01006028,530,204,58,171,3,22,39,33
S01006029,554,300,34,151,-,7,26,36
S01006030,759,448,26,180,8,8,26,63
S01006031,1146,512,182,283,13,33,63,60
S01006032,724,224,58,255,3,24,70,90
S01006033,906,448,142,214,4,29,34,35
S01006034,1335,512,180,414,16,62,105,46
S01006035,806,424,42,197,1,20,48,74
S01006036,1714,956,246,342,30,54,63,23
S01006037,699,346,62,170,7,23,35,56
S01006038,742,376,46,181,5,12,32,90
S01006039,663,334,32,166,7,18,35,71
S01006040,653,244,74,209,3,27,47,49
S01006041,807,240,76,274,5,48,57,107
S01006042,698,340,41,174,7,24,38,74
S01006043,456,232,26,111,5,14,23,45
S01006044,689,340,40,168,7,14,31,89
S01006045,557,278,52,150,6,7,32,32
S01006046,577,238,56,197,5,20,31,30
S01006047,623,232,62,164,7,32,44,82
S01006048,592,338,40,129,7,11,23,44
S01006049,670,294,54,161,5,19,51,86
S01006050,638,236,74,191,4,27,44,62
S01006051,655,294,78,183,4,19,43,34
S01006052,695,328,70,191,8,26,21,51
S01006053,688,408,32,161,6,6,16,59
S01006054,689,302,58,203,10,15,45,56
S01006055,539,246,74,160,3,14,23,19
S01006056,768,506,42,144,2,10,16,48
S01006057,429,102,42,160,2,26,48,49
S01006058,645,228,44,193,5,31,53,91
S01006059,713,252,54,219,4,24,58,102
S01006060,608,188,70,169,3,23,54,101
S01006061,442,64,32,209,6,33,71,27
S01006062,608,170,58,205,5,36,73,61
S01006063,424,84,42,204,-,22,37,35
S01006064,614,152,62,248,2,32,64,54
S01006065,660,132,86,298,1,31,75,37
S01006066,845,282,138,284,4,34,51,52
S01006067,750,432,64,154,4,8,36,52
S01006068,443,226,50,93,5,15,25,29
S01006069,680,474,46,110,1,4,15,30
S01006070,543,356,36,99,2,11,14,25
S01006071,721,506,36,113,3,7,16,40
S01006072,477,276,44,88,2,10,15,42
S01006073,362,218,14,65,3,14,14,34
S01006074,555,340,46,96,1,12,22,38
S01006075,794,348,78,205,6,26,58,73
S01006076,762,330,82,222,2,20,48,58
S01006077,963,472,174,205,8,22,37,45
S01006078,1145,602,148,249,15,21,48,62
S01006079,562,260,86,128,4,14,36,34
S01006080,785,388,80,188,3,13,45,68
S01006081,593,378,32,107,6,20,25,25
S01006082,691,284,80,204,4,36,41,42
S01006083,850,442,66,159,9,27,61,86
S01006084,663,304,88,164,4,28,39,36
S01006085,609,302,78,164,2,10,22,31
S01006086,755,348,108,197,4,19,39,40
S01006087,624,290,58,145,8,19,36,68
S01006088,603,326,57,146,2,12,31,29
S01006089,605,240,68,167,3,23,42,62
S01006090,641,262,58,193,10,21,43,54
S01006091,676,414,68,117,5,18,20,34
S01006092,472,196,62,124,1,19,32,38
S01006093,578,292,50,134,3,18,48,33
S01006094,718,288,70,173,7,35,51,94
S01006095,677,374,80,140,7,20,25,31
S01006096,504,220,60,133,3,12,33,43
S01006097,792,300,80,225,10,31,74,72
S01006098,578,225,60,158,5,18,37,75
S01006099,439,278,38,83,-,7,17,16
S01006100,307,102,38,105,1,9,37,15
S01006101,541,226,52,166,4,13,36,44
S01006102,704,234,114,212,3,17,53,71
S01006103,554,250,60,150,1,21,43,29
S01006104,595,276,50,156,5,12,51,45
S01006105,676,319,62,195,6,17,41,36
S01006106,651,322,106,147,4,17,28,27
S01006107,527,216,76,152,2,11,33,37
S01006108,722,302,78,227,3,19,41,52
S01006109,730,382,66,155,6,9,35,77
S01006110,598,218,88,165,5,26,53,43
S01006111,788,394,90,168,2,10,42,82
S01006112,585,294,86,141,2,10,31,21
S01006113,746,514,42,89,5,6,26,64
S01006114,585,238,66,165,3,19,45,49
S01006115,671,334,42,154,21,10,28,82
S01006116,692,484,34,105,7,12,17,33
S01006117,703,328,68,157,12,11,54,73
S01006118,492,274,26,109,2,10,43,28
S01006119,899,512,80,173,11,13,32,78
S01006120,955,194,112,516,18,17,51,47
S01006121,463,140,52,196,3,20,33,19
S01006122,780,448,86,161,8,13,25,39
S01006123,645,60,102,405,11,16,39,12
S01006124,615,110,90,314,7,23,44,27
S01006125,799,250,142,298,11,15,54,29
S01006126,755,86,104,499,7,9,32,18
S01006127,687,116,132,378,8,12,19,22
S01006128,628,76,98,378,12,17,35,12
S01006129,607,302,66,127,4,14,38,56
S01006130,372,142,40,109,2,16,36,27
S01006131,770,490,50,130,3,20,31,46
S01006132,647,202,66,194,1,27,72,85
S01006133,490,316,30,80,4,13,13,34
S01006134,404,184,42,109,4,10,13,42
S01006135,437,86,42,191,5,19,44,50
S01006136,838,188,148,350,9,41,58,44
S01006137,527,188,78,173,6,18,38,26
S01006138,530,312,46,99,4,9,17,43
S01006139,328,144,28,79,2,17,25,33
S01006140,692,336,72,162,6,14,34,68
S01006141,1275,570,154,371,7,39,80,54
S01006142,546,324,34,107,2,8,22,49
S01006143,549,300,48,138,4,8,21,30
S01006144,813,496,68,164,3,12,29,41
S01006145,705,352,50,129,7,18,44,105
S01006146,653,388,44,147,11,7,29,27
S01006147,666,256,72,216,9,14,46,53
S01006148,650,332,66,142,2,21,34,53
S01006149,835,490,64,165,14,13,33,56
S01006150,805,434,70,170,4,26,62,39
S01006151,100,68,4,20,-,1,2,5
S01006152,609,442,18,84,9,6,15,35
S01006153,474,290,42,81,15,13,10,23
S01006154,618,442,30,100,4,12,16,14
S01006155,624,322,70,130,4,11,41,46
S01006156,493,260,46,110,-,9,32,36
S01006157,632,286,50,159,5,20,50,62
S01006158,692,458,26,109,4,9,26,60
S01006159,687,352,56,129,13,15,45,77
S01006160,622,466,18,83,3,4,15,33
S01006161,610,384,42,97,2,14,23,48
S01006162,518,348,32,83,5,9,10,31
S01006163,560,318,62,99,5,6,31,39
S01006164,478,278,36,91,4,8,27,34
S01006165,509,302,28,105,2,9,32,31
S01006166,674,454,36,102,4,13,24,41
S01006167,1139,804,78,170,7,10,35,35
S01006168,801,420,112,146,1,19,45,58
S01006169,584,302,52,135,5,17,34,39
S01006170,767,436,50,148,5,15,52,61
S01006171,706,314,78,168,4,20,49,73
S01006172,388,210,34,82,2,3,17,40
S01006173,475,276,48,76,7,8,33,27
S01006174,400,232,48,70,5,2,16,27
S01006175,632,336,76,105,9,24,41,41
S01006176,499,236,62,101,8,16,31,45
S01006177,481,124,58,176,7,21,60,35
S01006178,652,274,44,188,10,16,46,74
S01006179,597,258,56,164,-,18,49,52
S01006180,614,182,64,230,4,17,71,46
S01006181,580,172,62,217,6,38,57,28
S01006182,559,92,62,268,3,31,64,39
S01006183,625,162,68,250,3,37,60,45
S01006184,627,270,46,184,7,18,35,67
S01006185,787,340,70,222,7,18,56,74
S01006186,899,322,120,277,10,36,61,73
S01006187,604,150,70,242,3,22,66,51
S01006188,507,168,54,176,4,30,54,21
S01006189,517,134,48,208,6,25,59,37
S01006190,669,296,52,190,8,16,44,63
S01006191,481,110,50,196,3,21,55,46
S01006192,541,130,58,239,2,33,52,27
S01006193,636,184,86,235,-,32,59,40
S01006194,710,216,48,272,3,32,71,68
S01006195,750,182,54,230,6,47,103,128
S01006196,728,282,74,208,5,25,61,73
S01006197,672,234,41,232,11,34,49,71
S01006198,531,74,72,234,-,36,74,41
S01006199,539,172,58,176,8,16,44,65
S01006200,748,358,48,184,7,20,39,92
S01006201,729,276,58,230,6,35,45,79
S01006202,529,108,74,232,5,30,56,24
S01006203,475,238,36,119,4,11,22,45
S01006204,782,320,76,227,5,19,41,94
S01006205,573,270,39,147,4,10,33,70
S01006206,613,276,52,183,4,21,43,34
S01006207,723,272,58,197,6,17,65,108
S01006208,608,248,46,184,1,19,40,70
S01006209,560,292,58,137,4,15,27,27
S01006210,649,300,66,164,2,25,33,59
S01006211,437,126,48,156,-,15,49,43
S01006212,625,402,20,140,5,14,17,27
S01006213,858,384,44,258,4,30,67,71
S01006214,692,262,70,212,9,27,43,69
S01006215,645,292,50,173,6,14,53,57
S01006216,523,286,32,144,5,13,26,17
S01006217,783,282,58,278,8,30,59,68
S01006218,473,238,42,118,1,13,16,45
S01006219,768,312,72,203,9,38,46,88
S01006220,659,380,60,132,3,22,22,40
S01006221,704,238,54,222,8,30,49,103
S01006222,836,308,128,242,3,30,56,69
S01006223,604,342,42,139,4,15,25,37
S01006224,532,264,46,149,3,10,23,37
S01006225,677,208,88,236,1,22,70,52
S01006226,577,358,44,138,1,6,11,19
S01006227,736,378,56,188,2,17,37,58
S01006228,581,388,38,111,1,4,12,27
S01006229,666,152,78,294,6,27,77,32
S01006230,740,206,90,281,7,39,56,61
S01006231,647,178,66,260,3,34,75,31
S01006232,834,524,66,169,3,11,24,37
S01006233,623,256,94,159,-,27,38,49
S01006234,557,212,68,159,1,24,50,43
S01006235,611,328,48,125,6,15,29,60
S01006236,495,162,72,155,2,23,50,31
S01006237,806,344,54,197,5,28,66,112
S01006238,762,338,78,204,6,25,46,65
S01006239,360,204,28,85,5,13,12,13
S01006240,600,156,42,241,2,31,79,49
S01006241,877,228,134,318,3,35,73,86
S01006242,633,224,52,202,3,23,55,74
S01006243,450,268,34,101,-,7,11,29
S01006244,652,282,50,176,11,21,47,65
S01006245,444,176,32,169,3,21,29,14
S01006246,565,234,48,162,4,33,32,52
S01006247,698,350,46,192,2,18,35,55
S01006248,706,432,38,156,3,9,37,31
S01006249,615,178,106,197,4,31,49,50
S01006250,576,194,72,178,1,24,53,54
S01006251,480,246,20,109,1,18,30,56
S01006252,524,290,30,138,2,9,16,39
S01006253,463,150,60,171,3,20,35,24
S01006254,633,352,56,140,2,20,41,22
S01006255,733,376,56,203,4,21,34,39
S01006256,519,168,64,173,3,16,58,37
S01006257,614,262,34,171,2,23,50,72
S01006258,659,202,98,211,9,29,56,54
S01006259,522,142,84,188,2,24,45,37
S01006260,439,90,58,185,1,21,51,33
S01006261,618,206,84,180,5,24,60,59
S01006262,657,252,56,200,6,23,60,60
S01006263,643,246,68,187,4,28,65,45
S01006264,752,442,64,190,5,14,24,13
S01006265,650,282,78,175,7,28,50,30
S01006266,741,246,90,268,1,30,71,35
S01006267,442,158,58,144,3,16,42,21
S01006268,542,272,38,150,4,14,32,32
S01006269,455,152,68,162,2,13,37,21
S01006270,733,312,92,183,2,31,55,58
S01006271,524,186,42,179,6,22,57,32
S01006272,708,260,88,201,4,30,71,54
S01006273,424,168,56,138,1,16,30,15
S01006274,451,200,50,113,8,11,42,27
S01006275,618,306,62,162,7,18,39,24
S01006276,674,284,62,199,3,24,58,44
S01006277,578,292,32,147,1,8,34,64
S01006278,862,296,94,233,11,37,76,115
S01006279,1020,450,98,293,7,48,73,51
S01006280,564,178,52,191,6,16,57,64
S01006281,620,220,66,198,2,23,56,55
S01006282,563,236,60,143,1,23,40,60
S01006283,603,246,50,174,2,18,49,64
S01006284,622,244,66,166,3,18,64,61
S01006285,647,296,64,190,8,18,36,35
S01006286,908,392,70,279,10,29,79,49
S01006287,510,260,38,132,5,11,24,40
S01006288,627,186,54,216,7,29,77,58
S01006289,723,314,74,186,5,17,48,79
S01006290,709,226,90,236,5,23,59,70
S01006291,433,114,50,159,2,21,60,27
S01006292,708,416,54,152,5,4,28,49
S01006293,715,468,44,129,7,7,16,44
S01006294,496,294,34,108,4,3,15,38
S01006295,668,374,76,149,2,22,20,25
S01006296,763,458,63,159,6,14,30,33
S01006297,600,282,74,150,3,18,33,40
S01006298,797,446,78,162,2,18,39,52
S01006299,617,260,42,177,3,18,54,63
S01006300,579,198,92,163,2,22,62,40
S01006301,511,170,64,157,4,26,39,51
S01006302,741,382,74,172,4,24,35,50
S01006303,546,256,60,158,-,13,26,33
S01006304,619,266,88,173,4,17,39,32
S01006305,585,290,68,137,1,10,33,46
S01006306,634,328,78,136,1,15,37,39
S01006307,735,324,72,160,8,22,54,95
S01006308,499,196,60,148,-,18,35,42
S01006309,871,484,102,180,5,15,47,38
S01006310,659,344,77,135,7,24,27,45
S01006311,607,282,56,154,2,18,41,54
S01006312,558,274,54,137,4,20,35,34
S01006313,996,480,122,240,5,34,38,77
S01006314,552,386,40,84,1,7,8,26
S01006315,641,244,94,185,1,20,50,47
S01006316,705,400,62,161,3,14,29,36
S01006317,788,344,94,225,4,24,51,46
S01006318,577,256,72,138,3,32,36,40
S01006319,757,328,74,195,5,28,70,57
S01006320,783,296,96,245,8,21,74,43
S01006321,611,434,36,105,1,4,19,12
S01006322,565,392,30,96,-,7,21,19
S01006323,806,440,86,191,4,22,41,22
S01006324,512,364,24,86,2,12,10,14
S01006325,558,276,36,105,4,18,38,81
S01006326,747,214,106,235,1,32,75,84
S01006327,467,190,68,120,1,13,34,41
S01006328,466,170,68,129,3,18,45,33
S01006329,882,478,88,185,3,13,58,57
S01006330,570,228,70,143,6,28,46,49
S01006331,597,312,64,139,3,12,33,34
S01006332,480,230,30,120,4,15,37,44
S01006333,711,270,88,176,6,26,75,70
S01006334,654,296,70,150,3,15,40,80
S01006335,701,344,74,172,1,17,47,46
S01006336,880,614,65,136,4,20,23,18
S01006337,1029,664,90,207,8,6,34,20
S01006338,686,380,58,153,6,16,35,38
